"PREPRINT_DOI","PREPRINT_TITLE","PREPRINT_POSTED_DATE"
"10.1101/004473","the invariance hypothesis implies domain-specific regions in visual cortex",2014-04-24
"10.1101/004481","predicting evolutionary site variability from structure in viral proteins: buriedness, packing, flexibility, and design",2014-04-24
"10.1101/004507","using 2k + 2 bubble searches to find snps in k-mer graphs",2014-04-24
"10.1101/004499","in vivo generation of dna sequence diversity for cellular barcoding",2014-04-24
"10.1101/004556","mohca-seq: rna 3d models from single multiplexed proximity-mapping experiments",2014-04-25
"10.1101/004564","crowdsourced analysis of ash and ash dieback through the open ash dieback project: a year 1 report on datasets and analyses contributed by a self-organising community.",2014-04-25
"10.1101/004572","detecting patterns of species diversification in the presence of both rate shifts and mass extinctions",2014-04-25
"10.1101/004382","lack of association between toll like receptor-2 & toll like receptor-4 gene polymorphisms and iranian asthmatics risk or features",2014-04-28
"10.1101/004580","regulatory rna design through evolutionary computation and strand displacement",2014-04-28
"10.1101/004614","characterizing a collective and dynamic component of chromatin immunoprecipitation enrichment profiles in yeast",2014-04-29
"10.1101/004648","ontogenic, phenotypic, and functional characterization of xcr1+ dendritic cells leads to a consistent classification of intestinal dendritic cells based on the expression of xcr1 and sirpa",2014-04-30
"10.1101/004655","accounting for sources of bias and uncertainty in copy number-based statistical deconvolution of heterogeneous tumour samples",2014-04-30
"10.1101/004663","functional knockout of forebrain protein 14-3-3 disrupts conditioned taste aversion learning",2014-04-30
"10.1101/004705","comparison of y-chromosomal lineage dating using either evolutionary or genealogical y-str mutation rates",2014-05-03
"10.1101/004713","spatial localization of recent ancestors for admixed individuals",2014-05-04
"10.1101/004739","automatic classification of human epithelial type 2 cell indirect immunofluorescence images using cell pyramid matching",2014-05-05
"10.1101/004747","pre-trial exogenous visual flicker does not affect behavioral or eeg signatures of conflict processing",2014-05-05
"10.1101/004762","sequence co-evolution gives 3d contacts and structures of protein complexes",2014-05-06
"10.1101/004788","a gene expression atlas of abicoid-depleted drosophila embryo reveals early canalization of cell fate",2014-05-06
"10.1101/004804","visual areas exert feedforward and feedback influences through distinct frequency channels",2014-05-06
"10.1101/004820","some plants don t play games: an ideal free distribution explains the root production of plants that do not engage in a tragedy of the commons game.",2014-05-06
"10.1101/004846","cooperation between noncanonical ras network mutations in cancer",2014-05-06
"10.1101/004796","n-blr, a primate-specific non-coding transcript, modulates the epithelial-to-mesenchymal transition and leads to colorectal cancer invasion and migration",2014-05-06
"10.1101/004861","missing kinaesthesia challenges precise naturalistic cortical prosthetic control",2014-05-06
"10.1101/004853","mosaic epigenetic dysregulation of ectodermal cells in autism spectrum disorder",2014-05-06
"10.1101/004887","pushed beyond the brink: allee effects, environmental stochasticity, and extinction",2014-05-07
"10.1101/004895","genetic dissection of mapk-mediated complex traits acrosss. cerevisiae",2014-05-07
"10.1101/004903","differential relationships between habitat fragmentation and within-population genetic diversity of three forest-dwelling birds",2014-05-08
"10.1101/004911","application of global transcriptome data in gene ontology classification and construction of a gene ontology interaction network",2014-05-08
"10.1101/004960","mycoplasma stress response: adaptive regulation or broken brakes?",2014-05-09
"10.1101/004978","evidences of a cytotoxic activity of s-adenosylmethionine on oci-aml3 cells",2014-05-08
"10.1101/004986","spatial variation in water loss predicts terrestrial salamander distribution and population dynamics",2014-05-09
"10.1101/005017","background selection as baseline for nucleotide variation across the drosophila genome",2014-05-09
"10.1101/004994","an appraisal of the classic forest succession paradigm with the shade tolerance index",2014-05-10
"10.1101/005009","data-intensive modeling of forest dynamics",2014-05-10
"10.1101/005025","module organizational principles and dynamics in biological networks",2014-05-11
"10.1101/005033","bíogo: a simple high-performance bioinformatics toolkit for the go language",2014-05-12
"10.1101/005041","the inherent mutational tolerance and antigenic evolvability of influenza hemagglutinin",2014-05-12
"10.1101/005058","diversity and evolution of centromere repeats in the maize genome",2014-05-12
"10.1101/005066","independent theta phase coding accounts for ca1 population sequences and enables flexible remapping",2014-05-12
"10.1101/005082","dical-ibd: demography-aware inference of identity-by-descent tracts in unrelated individuals",2014-05-12
"10.1101/005124","when genomes collide: multiple modes of germline misregulation in a dysgenic syndrome of drosophila virilis",2014-05-13
"10.1101/005090","cosi2 : an efficient simulator of exact and approximate coalescent with selection",2014-05-14
"10.1101/005140","collecting reward to defend homeostasis: a homeostatic reinforcement learning theory",2014-05-14
"10.1101/005181","a new insight for the screening of potential ß-lactamase inhibitors",2014-05-14
"10.1101/005173","locus architecture affects mrna expression levels in drosophila embryos",2014-05-14
"10.1101/005207","rna-seq gene profiling - a systematic empirical comparison",2014-05-14
"10.1101/005215","generation of aggregates of mouse es cells that show symmetry breaking, polarisation and emergent collective behaviour in vitro.",2014-05-15
"10.1101/005223","strategic social learning and the population dynamics of human behavior: the game of go",2014-05-16
"10.1101/005231","sratailor: gui software for visualizing high-throughput sequence read archives",2014-05-16
"10.1101/005256","a putative antiviral role of plant cytidine deaminases",2014-05-16
"10.1101/005264","automation and evaluation of the sowh test with sowhat",2014-05-19
"10.1101/005298","ultra fast tissue staining with chemical tags",2014-05-19
"10.1101/005322","adaptation to a novel predator indrosophila melanogaster: how well are we able to predict evolutionary responses?",2014-05-19
"10.1101/005314","phylogenetic confidence intervals for the optimal trait value",2014-05-19
"10.1101/005348","inferring human population size and separation history from multiple genome sequences",2014-05-21
"10.1101/005363","sperm should evolve to make female meiosis fair.",2014-05-21
"10.1101/005355","inference of phenotype-defining functional modules of protein families for microbial plant biomass degraders",2014-05-21
"10.1101/005371","ivt-seq reveals extreme bias in rna-sequencing",2014-05-21
"10.1101/005397","differences in sensitivity to egfr inhibitors could be explained by described biochemical differences between oncogenic ras mutants",2014-05-21
"10.1101/005413","a genome-wide analysis of cas9 binding specificity using chip-seq and targeted sequence capture",2014-05-22
"10.1101/005439","profiling direct mrna-microrna interactions using synthetic biotinylated microrna-duplexes",2014-05-22
"10.1101/005405","powerful tests for multi-marker association analysis using ensemble learning",2014-05-23
"10.1101/005462","human genomic regions with exceptionally high or low levels of population differentiation identified from 911 whole-genome sequences",2014-05-23
"10.1101/005470","bio-inspired design of ice-retardant devices based on benthic marine invertebrates: the effect of surface texture",2014-05-24
"10.1101/005454","novel natural product discovery from marine sponges and their obligate symbiotic organisms",2014-05-24
"10.1101/005538","hip and knee kinematics display complex and time-varying sagittal kinematics during repetitive stepping: implications for design of a functional fatigue model of the knee extensors and flexors",2014-05-26
"10.1101/005546","alternative splicing detection workflow needs a careful combination of sample prep and bioinformatics analysis",2014-05-26
"10.1101/005504","the methylome of the human frontal cortex across development",2014-05-26
