"PREPRINT_DOI","ARTICLE_DOI","GENDER"
"10.1101/027938","10.1371/journal.pgen.1005732","male"
"10.1101/019596","10.1371/journal.pone.0139516","male"
"10.1101/073239","10.1371/journal.pcbi.1005324","male"
"10.1101/076885","10.1007/s11515-016-1425-z","male"
"10.1101/053298","10.3389/fphys.2016.00398","male"
"10.1101/060152","10.3389/fnmol.2016.00082","unknown"
"10.1101/061390","10.1063/1.4966156","male"
"10.1101/179416","10.1128/msphere.00456-17","male"
"10.1101/017509","10.1093/bioinformatics/btw085","male"
"10.1101/050013","10.1074/jbc.m116.729194","male"
"10.1101/114785","10.12688/f1000research.11175.1","male"
"10.1101/174292","10.1073/pnas.1716002114","male"
"10.1101/114579","10.1186/s13059-017-1346-4","male"
"10.1101/191841","10.1037/bne0000217","male"
"10.1101/162990","10.1039/c7ib00120g","male"
"10.1101/090993","10.1186/s40168-017-0270-x","male"
"10.1101/045195","10.1128/mbio.01785-15","male"
"10.1101/022285","10.1371/journal.pgen.1005972","male"
"10.1101/154948","10.1016/j.biomaterials.2017.08.026","male"
"10.1101/146563","10.1016/j.aca.2017.07.026","male"
"10.1101/094466","10.1038/nature23001","male"
"10.1101/090092","10.1021/acs.jcim.7b00085","male"
"10.1101/072405","10.1186/s12862-017-0979-y","male"
"10.1101/109728","10.1186/s12859-017-1708-7","male"
"10.1101/096420","10.1073/pnas.1616130114","female"
"10.1101/054635","10.7717/peerj.3281","female"
"10.1101/089078","10.3389/fpls.2017.00282","male"
"10.1101/027334","10.1038/ncomms9733","male"
"10.1101/071613","10.7554/elife.21007","female"
"10.1101/064626","10.12688/f1000research.9471.1","male"
"10.1101/027045","10.1038/srep39279","male"
"10.1101/053256","10.1101/gr.209247.116","male"
"10.1101/017020","10.1534/genetics.115.176677","male"
"10.1101/012799","10.1186/s13059-015-0720-3","male"
"10.1101/150110","10.1373/clinchem.2017.279935","male"
"10.1101/009563","10.1038/ncomms6281","male"
"10.1101/005330","10.1016/j.gde.2014.09.005","male"
"10.1101/032219","10.1186/s12918-016-0313-0","unknown"
"10.1101/047811","10.1111/evo.13032","male"
"10.1101/116046","10.1002/sta4.144","male"
"10.1101/158238","10.1002/gcc.22512","male"
"10.1101/105940","10.1371/journal.pone.0184202","male"
"10.1101/123687","10.1534/g3.117.043687","male"
"10.1101/117440","10.1371/journal.pone.0183595","female"
"10.1101/134254","10.1371/journal.pgen.1006852","male"
"10.1101/063875","10.1093/bioinformatics/btx025","unknown"
"10.1101/067025","10.7554/elife.24414","female"
"10.1101/088047","10.1086/691537","male"
"10.1101/060079","10.1073/pnas.1617268114","male"
"10.1101/083022","10.1523/jneurosci.3272-16.2017","male"
"10.1101/059683","10.1016/j.neubiorev.2017.02.011","male"
"10.1101/061473","10.1016/j.evolhumbehav.2016.11.001","male"
"10.1101/073569","10.1016/j.neuroimage.2016.12.072","female"
"10.1101/059733","10.1038/sdata.2016.110","unknown"
"10.1101/077826","10.1038/ncomms13652","female"
"10.1101/036137","10.1186/s13059-016-1089-7","male"
"10.1101/006692","10.1186/s13059-015-0602-8","male"
"10.1101/033373","10.1534/genetics.115.185058","male"
"10.1101/071548","10.1038/nmicrobiol.2016.167","male"
"10.1101/013136","10.1038/nn.3934","male"
"10.1101/191049","10.1534/g3.117.300416","female"
"10.1101/040212","10.1038/ncomms12463","unknown"
"10.1101/048892","10.1534/genetics.116.190462","female"
"10.1101/050914","10.1534/genetics.116.188409","male"
"10.1101/045591","10.1016/j.biochi.2016.06.012","male"
"10.1101/186460","10.1038/s41598-017-16669-8","female"
"10.1101/166256","10.7554/elife.30120","male"
"10.1101/141333","10.1534/genetics.117.300261","male"
"10.1101/166041","10.1128/jvi.01137-17","female"
"10.1101/103481","10.1016/j.celrep.2017.10.010","female"
"10.1101/136804","10.1038/s41598-017-15539-7","female"
"10.1101/125070","10.1364/boe.8.004369","male"
"10.1101/019851","10.1093/molbev/msv249","male"
"10.1101/018143","10.1016/j.ajhg.2015.12.022","male"
"10.1101/126458","10.1016/j.jmb.2017.06.024","female"
"10.1101/044941","10.1093/molbev/msx083","unknown"
"10.1101/110858","10.1128/mbio.00438-17","male"
"10.1101/107334","10.1016/j.bpj.2017.06.050","male"
"10.1101/097006","10.1007/s10144-017-0586-1","male"
"10.1101/107011","10.1098/rspb.2017.0335","unknown"
"10.1101/091835","10.1186/s12864-017-3769-4","male"
"10.1101/073551","10.1186/s13100-017-0088-x","male"
"10.1101/002485","10.1371/journal.pone.0172826","male"
"10.1101/026682","10.1371/journal.pone.0146500","male"
"10.1101/097188","10.7554/elife.21856","male"
"10.1101/055442","10.1111/mec.13955","male"
"10.1101/071811","10.1094/mpmi-08-16-0168-r","female"
"10.1101/070862","10.1016/j.neuroimage.2016.11.036","male"
"10.1101/048769","10.1073/pnas.1612676113","male"
"10.1101/109330","10.1038/s41467-017-02356-9","male"
"10.1101/011684","10.1007/s12041-016-0655-9","male"
"10.1101/038646","10.1128/mbio.00201-16","male"
"10.1101/173609","10.1111/tra.12537","male"
"10.1101/154096","10.1016/j.molcel.2017.11.002","male"
"10.1101/074682","10.1038/ng.3981","male"
"10.1101/083626","10.7554/elife.22425","male"
"10.1101/126714","10.1371/journal.pcbi.1005565","male"
"10.1101/137950","10.1007/s12032-017-0991-5","male"
"10.1101/097659","10.7554/elife.24838","male"
"10.1101/085084","10.1002/pd.5018","male"
"10.1101/069567","10.7717/peerj.3035","male"
"10.1101/081414","10.1186/s12917-017-0982-y","male"
"10.1101/017707","10.1371/journal.pcbi.1004322","male"
"10.1101/009001","10.1186/s13059-015-0611-7","female"
"10.1101/070961","10.1038/ejhg.2017.15","female"
"10.1101/099937","10.1016/j.cortex.2016.12.024","male"
"10.1101/073254","10.1002/bies.201600188","male"
"10.1101/070805","10.1038/ncomms13637","male"
"10.1101/073643","10.1038/nsmb.3325","male"
"10.1101/008623","10.1111/mec.13122","male"
"10.1101/005223","10.1016/j.evolhumbehav.2014.04.001","male"
"10.1101/009191","10.1093/molbev/msu394","male"
"10.1101/006346","10.1016/j.neuron.2016.06.012","male"
"10.1101/049296","10.1002/cne.24042","male"
"10.1101/178848","10.1186/s13072-017-0167-8","male"
"10.1101/125039","10.1038/s41467-017-01432-4","male"
"10.1101/189316","10.1126/science.aao0464","male"
"10.1101/145045","10.1016/j.cell.2017.10.019","male"
"10.1101/092734","10.1038/ng.3952","male"
"10.1101/113746","10.1073/pnas.1707009114","male"
"10.1101/095448","10.1016/j.chembiol.2017.06.018","male"
"10.1101/124255","10.1074/jbc.m117.790048","male"
"10.1101/079657","10.1038/s41598-017-03182-1","male"
"10.1101/109686","10.1016/j.ophtha.2017.03.045","male"
"10.1101/061234","10.1371/journal.pone.0172500","male"
"10.1101/041731","10.1038/gim.2016.103","female"
"10.1101/001529","10.1163/15685373-12342153","male"
"10.1101/011304","10.1016/j.humpath.2015.02.008","male"
"10.1101/005603","10.1038/ncomms5689","male"
"10.1101/037077","10.1534/g3.116.030874","male"
"10.1101/037887","10.1086/686900","male"
"10.1101/019398","10.1137/15m1028443","male"
"10.1101/162263","10.3389/fncir.2017.00081","female"
"10.1101/136390","10.1016/j.jaridenv.2017.11.008","male"
"10.1101/081018","10.1016/j.neuron.2017.06.041","male"
"10.1101/079343","10.1093/nar/gkx404","male"
"10.1101/103770","10.1007/s10803-017-3207-0","male"
"10.1101/082768","10.1186/s12859-017-1602-3","male"
"10.1101/107524","10.1073/pnas.1618934114","male"
"10.1101/109587","10.1103/physreve.95.042307","male"
"10.1101/090167","10.1038/nmeth.4263","female"
"10.1101/036855","10.3390/s17040761","male"
"10.1101/009308","10.1016/j.neuroimage.2015.12.022","male"
"10.1101/008763","10.1261/rna.051557.115","male"
"10.1101/040964","10.1038/srep42561","male"
"10.1101/073718","10.1371/journal.pone.0170732","male"
"10.1101/035246","10.1016/j.tpb.2016.11.005","male"
"10.1101/066464","10.7554/elife.22280","male"
"10.1101/046714","10.1086/688658","unknown"
"10.1101/004861","10.1002/hbm.22653","male"
"10.1101/101220","10.1038/s41467-017-02386-3","male"
"10.1101/070011","10.1093/gbe/evx188","male"
"10.1101/004127","10.1098/rsif.2013.1095","male"
"10.1101/055970","10.1074/mcp.m115.056481","male"
"10.1101/055848","10.1371/journal.pone.0158442","male"
"10.1101/021469","10.1534/genetics.115.179846","male"
"10.1101/031161","10.1002/ece3.2247","male"
"10.1101/084210","10.1038/s41598-017-17876-z","male"
"10.1101/140889","10.1534/genetics.117.300395","male"
"10.1101/125831","10.7554/elife.27574","male"
"10.1101/080648","10.1083/jcb.201609114","male"
"10.1101/174235","10.1128/jvi.01371-17","female"
"10.1101/145938","10.1186/s12859-017-1930-3","male"
"10.1101/174227","10.1186/s12864-017-4168-6","male"
"10.1101/115196","10.1038/nmeth.4407","male"
"10.1101/148338","10.1016/j.jbiotec.2017.10.004","male"
"10.1101/124263","10.1186/s13148-017-0411-x","female"
"10.1101/021659","10.1021/acs.jctc.5b00784","male"
"10.1101/045294","10.1016/j.bbrep.2016.04.001","female"
"10.1101/086447","10.7554/elife.27344","female"
"10.1101/110965","10.1038/nnano.2017.127","male"
"10.1101/082081","10.1093/nar/gkx210","female"
"10.1101/131631","10.3389/fmicb.2017.01461","male"
"10.1101/128504","10.1016/j.bios.2017.07.015","male"
"10.1101/087627","10.1073/pnas.1620608114","male"
"10.1101/093104","10.1016/j.yexcr.2017.05.014","male"
"10.1101/084251","10.1186/s13073-017-0433-1","male"
"10.1101/089714","10.1371/journal.pone.0173433","male"
"10.1101/046508","10.1038/ncomms14825","male"
"10.1101/078733","10.1107/s2059798317000031","male"
"10.1101/038810","10.1093/jac/dkw421","unknown"
"10.1101/095034","10.1016/j.jsb.2017.02.003","male"
"10.1101/069930","10.1038/nprot.2016.180","male"
"10.1101/145433","10.1099/mic.0.000579","female"
"10.1101/153916","10.1093/molbev/msx281","male"
"10.1101/083436","10.1534/genetics.117.300460","male"
"10.1101/095950","10.1523/jneurosci.0322-17.2017","male"
"10.1101/009456","10.1371/journal.pone.0110579","male"
"10.1101/027540","10.1371/journal.pgen.1006235","male"
"10.1101/010199","10.1007/s00285-016-1034-0","male"
"10.1101/027169","10.1016/j.ecocom.2016.05.001","male"
"10.1101/148833","10.1371/journal.pone.0189663","unknown"
"10.1101/110759","10.1186/s13073-017-0492-3","female"
"10.1101/044305","10.1111/2041-210x.12922","male"
"10.1101/150581","10.1093/nar/gkx733","male"
"10.1101/144576","10.3390/v9100293","male"
"10.1101/131201","10.3389/fpls.2017.01555","male"
"10.1101/028290","10.1080/15384047.2016.1139236","male"
"10.1101/122150","10.1038/ncomms15518","male"
"10.1101/090126","10.1038/srep46487","male"
"10.1101/017467","10.1016/j.ecolind.2016.02.004","male"
"10.1101/029157","10.1088/1478-3975/12/6/066012","male"
"10.1101/093393","10.1186/s13059-017-1165-7","male"
"10.1101/063867","10.1371/journal.pcbi.1005374","male"
"10.1101/072660","10.1111/psyp.12798","male"
"10.1101/024893","10.1016/j.cpb.2016.10.003","male"
"10.1101/013649","10.1101/gr.183749.114","male"
"10.1101/013110","10.1038/nmeth.3339","male"
"10.1101/013276","10.1016/j.celrep.2015.03.009","male"
"10.1101/028100","10.1093/nar/gkw333","male"
"10.1101/127035","10.1128/msphere.00169-17","female"
"10.1101/022525","10.1371/journal.pcbi.1004817","male"
"10.1101/027185","10.1007/s12687-016-0266-4","female"
"10.1101/001933","10.1111/mec.12755","male"
"10.1101/194027","10.1111/1758-2229.12601","male"
"10.1101/169755","10.1186/s13058-017-0919-1","male"
"10.1101/136531","10.1371/journal.pcbi.1005874","female"
"10.1101/057091","10.1242/dev.155549","male"
"10.1101/151878","10.1088/1361-6463/aa8e2b","male"
"10.1101/144766","10.3389/fonc.2017.00214","male"
"10.1101/141929","10.1534/genetics.117.300151","male"
"10.1101/019505","10.1371/journal.pone.0149475","male"
"10.1101/089805","10.1007/s11538-017-0332-z","male"
"10.1101/088591","10.1104/pp.17.00415","male"
"10.1101/096412","10.1371/journal.pcbi.1005595","female"
"10.1101/088120","10.3390/mi8070207","male"
"10.1101/140046","10.1128/mbio.00570-17","male"
"10.1101/130336","10.1186/s13059-017-1269-0","female"
"10.1101/111039","10.1016/j.ajhg.2017.04.015","male"
"10.1101/056648","10.1186/s12879-017-2394-9","male"
"10.1101/047472","10.1242/bio.019018","male"
"10.1101/063172","10.1007/s00439-016-1742-y","male"
"10.1101/126151","10.1091/mbc.e17-06-0356","male"
"10.1101/142505","10.1128/msphere.00248-17","male"
"10.1101/009746","10.1098/rsif.2014.1067","male"
"10.1101/043679","10.1016/j.bbapap.2016.08.001","male"
"10.1101/052019","10.1073/pnas.1607179113","male"
"10.1101/160499","10.1038/s41593-017-0017-9","male"
"10.1101/168435","10.1371/journal.pone.0187926","male"
"10.1101/143347","10.7554/elife.28899","male"
"10.1101/113571","10.7717/peerj.3903","male"
"10.1101/110684","10.1016/j.neuron.2017.08.033","male"
"10.1101/024000","10.1093/molbev/msv234","male"
"10.1101/022194","10.1101/gr.192971.115","male"
"10.1101/102590","10.1073/pnas.1701652114","male"
"10.1101/071571","10.1099/jgv.0.000849","male"
"10.1101/083766","10.1038/s41562-017-0107","male"
"10.1101/084129","10.1093/bioinformatics/btx055","male"
"10.1101/117622","10.1080/1747423x.2017.1331271","male"
"10.1101/056085","10.1093/sysbio/syw089","male"
"10.1101/102699","10.1016/j.nicl.2017.03.016","unknown"
"10.1101/012138","10.1111/ecog.01531","male"
"10.1101/017186","10.1534/g3.115.020552","male"
"10.1101/020164","10.1038/ng.3367","female"
"10.1101/076414","10.1371/journal.pgen.1006609","female"
"10.1101/048942","10.1093/bioinformatics/btw493","male"
"10.1101/010082","10.1088/1478-3975/12/4/045001","male"
"10.1101/052472","10.1002/ece3.2532","female"
"10.1101/098202","10.1128/msphere.00059-17","male"
"10.1101/139626","10.1093/bioinformatics/btx564","male"
"10.1101/005934","10.1039/c4ra10326b","unknown"
"10.1101/030718","10.1038/srep31164","female"
"10.1101/049932","10.1007/s12561-016-9154-z","female"
"10.1101/056275","10.1038/ncomms12477","unknown"
"10.1101/057828","10.1038/nn.4353","female"
"10.1101/012526","10.1371/journal.pone.0155740","male"
"10.1101/042358","10.1371/journal.pntd.0004658","male"
"10.1101/124420","10.1016/j.str.2017.11.013","male"
"10.1101/093807","10.1038/s41598-017-17143-1","female"
"10.1101/180596","10.1016/j.neuroimage.2017.11.043","female"
"10.1101/063362","10.1007/s00285-017-1167-9","male"
"10.1101/081745","10.1038/s41598-017-05084-8","male"
"10.1101/115097","10.1002/da.22627","male"
"10.1101/081976","10.1016/j.neuroimage.2017.06.006","male"
"10.1101/049411","10.1534/genetics.116.190660","male"
"10.1101/085456","10.1111/2041-210x.12800","male"
"10.1101/116517","10.1073/pnas.1701536114","male"
"10.1101/096024","10.1002/pd.5036","male"
"10.1101/078592","10.1016/j.cub.2017.04.016","male"
"10.1101/098863","10.1371/journal.pone.0175813","male"
"10.1101/075432","10.1007/s11192-017-2364-4","male"
"10.1101/103788","10.1186/s13229-017-0129-9","male"
"10.1101/083949","10.1101/gad.290155.116","male"
"10.1101/059758","10.7554/elife.20552","male"
"10.1101/110064","10.1371/journal.pgen.1006670","female"
"10.1101/023184","10.1371/journal.pcbi.1004679","male"
"10.1101/074542","10.1016/j.aquatox.2017.01.003","female"
"10.1101/011353","10.1038/nmeth.3329","male"
"10.1101/058008","10.1534/genetics.116.192492","male"
"10.1101/223008","10.1104/pp.17.01374","male"
"10.1101/007864","10.1534/g3.114.013979","male"
"10.1101/024182","10.1101/gr.203711.115","male"
"10.1101/031104","10.4238/gmr.15038391","unknown"
"10.1101/080135","10.1038/s41467-017-02159-y","male"
"10.1101/127316","10.1038/s41559-017-0397-y","male"
"10.1101/108662","10.3835/plantgenome2017.03.0015","male"
"10.1101/196345","10.1103/physrevlett.119.188103","male"
"10.1101/156190","10.1016/j.celrep.2017.10.095","male"
"10.1101/113365","10.1128/msphere.00363-17","male"
"10.1101/118125","10.1128/jb.00204-17","male"
"10.1101/130807","10.3389/fgene.2017.00136","male"
"10.1101/016832","10.1111/evo.12917","male"
"10.1101/020743","10.1007/s12080-015-0290-8","male"
"10.1101/022863","10.1111/nph.13897","female"
"10.1101/143396","10.1007/s10910-017-0791-3","unknown"
"10.1101/076158","10.1038/nn.4592","male"
"10.1101/111237","10.1105/tpc.17.00154","female"
"10.1101/114884","10.1142/s0219720017500172","male"
"10.1101/164111","10.1016/j.oraloncology.2017.07.003","female"
"10.1101/076554","10.1371/journal.pone.0176585","male"
"10.1101/052993","10.1534/genetics.116.191478","male"
"10.1101/094763","10.1534/g3.116.038497","male"
"10.1101/013342","10.1093/nar/gkv636","male"
"10.1101/027466","10.1098/rstb.2015.0042","male"
"10.1101/031872","10.1186/s12862-017-0876-4","female"
"10.1101/002691","10.1016/j.biopsych.2015.02.010","male"
"10.1101/011841","10.1534/genetics.115.176834","male"
"10.1101/043026","10.1093/molbev/msw100","male"
"10.1101/057166","10.1016/j.devcel.2016.06.012","male"
"10.1101/005587","10.1186/s12859-015-0466-7","male"
"10.1101/143008","10.1152/jn.00664.2017","male"
"10.1101/152660","10.1073/pnas.1711114115","male"
"10.1101/137497","10.1534/genetics.117.300499","male"
"10.1101/184424","10.1111/tpj.13806","male"
"10.1101/003228","10.1111/1365-2664.12302","male"
"10.1101/003053","10.1073/pnas.1404341111","male"
"10.1101/000430","10.1021/sb400157z","male"
"10.1101/047670","10.1371/journal.ppat.1005846","male"
"10.1101/019166","10.1126/science.aad8411","male"
"10.1101/031849","10.1007/s10886-016-0715-x","female"
"10.1101/205211","10.1016/j.cub.2017.11.037","male"
"10.1101/123950","10.1523/jneurosci.0963-17.2017","male"
"10.1101/109124","10.1002/ajmg.a.38537","male"
"10.1101/155994","10.7554/elife.29834","male"
"10.1101/148080","10.7554/elife.29257","male"
"10.1101/152926","10.1186/s12936-017-2080-9","male"
"10.1101/138297","10.1038/s41598-017-12559-1","female"
"10.1101/064444","10.1038/s41598-017-10871-4","female"
"10.1101/088807","10.1038/s41477-017-0024-6","male"
"10.1101/036608","10.1371/journal.pcbi.1004778","male"
"10.1101/122465","10.1128/mbio.00579-17","male"
"10.1101/139022","10.1016/j.cell.2017.08.005","female"
"10.1101/091710","10.1038/s41598-017-04507-w","male"
"10.1101/079780","10.1111/geb.12602","male"
"10.1101/078667","10.1371/journal.pgen.1006646","female"
"10.1101/023168","10.1186/1471-2164-16-s10-s1","female"
"10.1101/066209","10.1186/s12864-017-3536-6","female"
"10.1101/028381","10.1166/asem.2015.1813","male"
"10.1101/076398","10.1016/j.ebiom.2016.11.003","male"
"10.1101/046987","10.1186/s13071-016-1832-7","male"
"10.1101/178319","10.1093/gerona/glx193","female"
"10.1101/213157","10.1152/jn.00638.2017","female"
"10.1101/164327","10.1002/hbm.23909","male"
"10.1101/100248","10.1128/msphere.00392-17","male"
"10.1101/001750","10.7717/peerj.632","male"
"10.1101/177964","10.1534/g3.117.300170","female"
"10.1101/036038","10.1534/genetics.116.186791","male"
"10.1101/166595","10.15252/msb.20177908","male"
"10.1101/119792","10.7717/peerj.4143","male"
