PREPRINT_DOI,ARTICLE_DOI,SOURCETITLE,ARTICLE_CREATED_DATE,AUTHOR_CNT,TYPE,FIRST_AUTHOR_AGE,LAST_AUTHOR_AGE,FIRST_AUTHOR_IS_FEMALE,LAST_AUTHOR_IS_FEMALE,FIRST_AUTHOR_IS_US,LAST_AUTHOR_IS_US,FIRST_AUTHOR_TOP100_INSTITUTE,LAST_AUTHOR_TOP100_INSTITUTE,IS_OA,IF
10.1101/028241,10.1038/gim.2015.161,genetics in medicine,2015-12-10,12,Deposited,3,6,1,0,1,1,0,0,1,7.58
10.1101/016006,10.1038/nature17961,nature,2016-06-01,19,Deposited,12,20,NA,0,0,0,0,1,1,35.09
10.1101/000315,10.1371/journal.pone.0087782,plos one,2014-01-29,5,Deposited,1,11,1,NA,1,1,1,1,1,3.75
10.1101/105338,10.1093/ije/dyx207,international journal of epidemiology,2017-09-05,4,Deposited,1,21,0,0,0,0,1,1,1,6.83
10.1101/148346,10.1016/j.bpj.2017.09.024,biophysical journal,2017-12-05,3,Deposited,10,21,0,0,0,0,0,0,1,3.31
10.1101/109108,10.1126/sciadv.1700606,science advances,2017-08-05,10,Deposited,4,11,1,0,0,0,0,0,1,11.14
10.1101/169748,10.1186/s12864-017-4351-9,bmc genomics,2017-12-22,6,Deposited,11,1,0,0,0,0,0,0,1,3.82
10.1101/147975,10.7554/elife.29061,elife,2017-09-14,5,Deposited,0,21,1,0,1,1,1,1,1,7.01
10.1101/152389,10.1016/j.neuroimage.2017.10.049,neuroimage,2017-10-25,7,Deposited,6,21,0,0,0,0,0,0,0,5.35
10.1101/095638,10.1093/bioinformatics/btx408,bioinformatics,2017-06-23,5,Deposited,1,0,0,0,0,0,0,0,1,5.88
10.1101/117044,10.1016/j.anbehav.2017.08.029,animal behaviour,2017-10-11,2,Deposited,15,8,0,0,0,0,1,1,1,2.88
10.1101/025551,10.1371/journal.pone.0151651,plos one,2016-03-21,9,Deposited,1,13,0,0,0,0,0,0,1,3.02
10.1101/027771,10.1038/ng.3529,nature genetics,2016-03-21,22,Deposited,18,20,1,0,1,1,0,0,1,27.02
10.1101/015214,10.1371/journal.pcbi.1004765,plos computational biology,2016-02-29,7,Deposited,6,20,0,0,1,1,0,0,1,4.65
10.1101/099481,10.1007/s10453-017-9497-z,aerobiologia,2017-09-01,6,Deposited,0,21,1,1,0,0,0,0,0,1.53
10.1101/079053,10.1091/mbc.e16-10-0695,molecular biology of the cell,2017-04-13,2,Deposited,2,12,NA,0,1,1,0,0,1,3.63
10.1101/075820,10.1021/acs.jpcb.6b09402,journal of physical chemistry b,2016-11-18,2,Deposited,14,21,0,NA,0,1,0,0,1,3.17
10.1101/044602,10.1177/0271678x16661201,journal of cerebral blood flow and metabolism,2016-08-05,18,Deposited,18,20,0,1,0,0,0,0,1,4.68
10.1101/103176,10.1371/journal.pgen.1006721,plos genetics,2017-04-14,6,Deposited,4,19,1,1,0,0,0,0,1,5.31
10.1101/135947,10.1073/pnas.1701884114,proceedings of the national academy of sciences of the united states of america,2017-04-01,7,Deposited,0,21,0,0,1,1,1,1,1,9.69
10.1101/051888,10.1038/s41598-017-01005-x,scientific reports,2017-04-07,5,Deposited,7,14,0,0,1,1,0,0,1,4.28
10.1101/077883,10.1371/journal.pone.0172802,plos one,2017-03-31,2,Deposited,12,21,0,0,1,1,0,0,1,2.88
10.1101/074690,10.1038/srep44374,scientific reports,2017-03-10,6,Deposited,10,13,0,1,1,1,0,0,1,4.28
10.1101/107888,10.1002/hbm.23574,human brain mapping,2017-03-25,7,Deposited,10,20,0,0,0,0,0,0,0,4.92
10.1101/020214,10.1371/journal.pone.0139047,plos one,2015-09-23,2,Deposited,2,18,1,0,1,1,0,0,1,3.45
10.1101/069880,10.1016/j.celrep.2016.12.080,cell reports,2017-01-25,1,Deposited,9,9,0,0,0,0,1,1,1,8.16
10.1101/030908,10.1371/journal.pone.0165899,plos one,2016-11-08,3,Deposited,0,19,1,0,1,1,0,0,1,3.02
10.1101/026351,10.1093/bioinformatics/btw069,bioinformatics,2016-03-18,3,Deposited,4,20,NA,1,1,1,0,0,1,7.08
10.1101/063222,10.1099/mic.0.000352,microbiology (united kingdom),2016-08-12,2,Deposited,11,16,1,0,0,0,1,1,1,1.84
10.1101/042176,10.1038/ncomms13311,nature communications,2016-11-02,8,Deposited,0,16,0,0,0,0,0,0,1,12.03
10.1101/123877,10.1093/bioinformatics/btx481,bioinformatics,2017-07-26,3,Deposited,0,12,0,0,1,0,0,0,1,5.88
10.1101/022301,10.1093/bioinformatics/btv722,bioinformatics,2015-12-27,5,Deposited,8,10,0,0,0,0,0,0,1,6.73
10.1101/024653,10.3389/fncom.2016.00048,frontiers in computational neuroscience,2016-05-24,4,Deposited,7,20,0,0,0,1,0,0,1,1.89
10.1101/112235,10.1038/srep46398,scientific reports,2017-04-21,110,Deposited,5,21,0,1,1,0,1,1,1,4.28
10.1101/035519,10.1186/s12918-017-0488-z,bmc systems biology,2017-12-04,1,Deposited,6,6,0,0,0,0,0,0,1,2.16
10.1101/169912,10.1371/journal.pgen.1007103,plos genetics,2017-11-21,13,Deposited,3,13,1,1,0,0,0,0,1,5.31
10.1101/102517,10.1111/nph.14739,new phytologist,2017-08-14,7,Deposited,11,13,0,0,0,0,0,0,0,7.44
10.1101/129023,10.1186/s12864-017-4217-1,bmc genomics,2017-10-27,13,Deposited,0,21,0,0,0,0,0,0,1,3.82
10.1101/179572,10.1016/j.phytochem.2017.10.004,phytochemistry,2017-11-06,7,Deposited,9,22,0,1,0,0,0,0,1,3.37
10.1101/026203,10.1186/s13062-016-0128-3,biology direct,2016-05-23,2,Deposited,0,20,0,1,0,0,0,0,1,3.13
10.1101/032276,10.1371/journal.pone.0149035,plos one,2016-02-10,8,Deposited,5,20,0,0,0,0,0,0,1,3.02
10.1101/020990,10.1038/srep22311,scientific reports,2016-03-02,4,Deposited,18,20,0,0,0,0,0,1,1,4.53
10.1101/067561,10.1093/gigascience/gix032,gigascience,2017-04-28,25,Deposited,2,12,0,0,0,0,0,0,1,7.25
10.1101/063305,10.1038/s41598-017-04160-3,scientific reports,2017-06-15,6,Deposited,0,14,0,0,1,1,0,0,1,4.28
10.1101/106302,10.1111/nph.14629,new phytologist,2017-06-23,8,Deposited,4,12,0,0,0,0,0,0,1,7.44
10.1101/132704,10.1016/j.nicl.2017.06.013,neuroimage: clinical,2017-06-10,4,Deposited,6,20,0,1,0,0,0,0,1,3.96
10.1101/087122,10.1128/iai.00948-16,infection and immunity,2017-04-11,4,Deposited,15,21,NA,NA,1,1,0,0,1,3.29
10.1101/069815,10.1101/gr.214767.116,genome research,2017-01-20,4,Deposited,6,15,0,0,1,1,0,0,1,10.31
10.1101/084285,10.1007/s00424-017-1989-8,pflugers archiv european journal of physiology,2017-05-11,6,Deposited,1,19,1,1,0,0,0,0,1,2.76
10.1101/000265,10.1093/nar/gkw1148,nucleic acids research,2016-11-07,20,Deposited,1,21,0,0,1,1,0,1,1,10.34
10.1101/042028,10.1111/nph.14403,new phytologist,2017-01-18,12,Deposited,18,15,0,1,0,0,0,0,1,7.44
10.1101/043364,10.1107/s2059798316007907,acta crystallographica section d: structural biology,2016-06-24,2,Deposited,4,20,1,1,1,1,1,1,1,NA
10.1101/049767,10.1371/journal.pcbi.1005066,plos computational biology,2016-12-06,2,Deposited,3,19,0,0,1,1,0,0,1,4.65
10.1101/053546,10.1038/srep36164,scientific reports,2016-11-03,10,Deposited,18,15,0,1,0,0,0,0,1,4.53
10.1101/050062,10.7717/peerj.2501,peerj,2016-10-06,6,Deposited,19,20,0,0,0,0,0,0,1,2.23
10.1101/034520,10.1371/journal.pone.0165561,plos one,2016-10-28,3,Deposited,0,10,0,1,0,0,0,0,1,3.02
10.1101/044495,10.1371/journal.pcbi.1005124,plos computational biology,2016-09-30,3,Deposited,1,1,0,0,1,1,1,1,1,4.65
10.1101/050252,10.1111/evo.13043,evolution,2016-08-27,7,Deposited,10,17,1,0,0,0,0,0,0,4.03
10.1101/001966,10.1261/rna.044321.114,rna,2014-09-03,4,Deposited,0,11,1,NA,1,1,1,1,1,5.35
10.1101/044966,10.1371/journal.pone.0155743,plos one,2016-05-24,7,Deposited,1,20,1,0,0,0,0,0,1,3.02
10.1101/039578,10.1371/journal.pone.0156293,plos one,2016-05-27,20,Deposited,3,17,0,0,1,1,0,0,1,3.02
10.1101/192104,10.1073/pnas.1716483114,proceedings of the national academy of sciences of the united states of america,2017-11-21,12,Deposited,8,21,0,0,1,1,0,0,1,9.69
10.1101/143586,10.1534/genetics.117.300273,genetics,2017-09-12,3,Deposited,6,7,0,0,1,0,1,1,1,3.85
10.1101/164749,10.1371/journal.pone.0187308,plos one,2017-10-31,5,Deposited,0,13,0,0,0,0,0,0,1,2.88
10.1101/171629,10.1016/j.celrep.2017.10.035,cell reports,2017-11-07,5,Deposited,0,21,0,0,0,0,0,0,1,8.16
10.1101/014738,10.1038/nmeth.3541,nature methods,2015-08-17,7,Deposited,0,9,0,0,1,1,0,0,1,22.28
10.1101/134122,10.1038/s41598-017-09800-2,scientific reports,2017-09-06,5,Deposited,1,21,0,0,0,0,0,0,1,4.28
10.1101/130054,10.7554/elife.28069,elife,2017-07-17,4,Deposited,5,21,0,0,1,1,1,1,1,7.01
10.1101/085043,10.1093/nar/gkx103,nucleic acids research,2017-02-15,3,Deposited,9,14,0,0,1,1,0,0,1,11.4
10.1101/089797,10.1128/aem.03391-16,applied and environmental microbiology,2017-04-15,6,Deposited,3,21,0,0,1,1,1,0,1,3.69
10.1101/088781,10.1242/jeb.153593,journal of experimental biology,2017-01-21,4,Deposited,6,19,1,1,1,1,1,0,1,3.25
10.1101/002337,10.1007/s00248-014-0518-y,microbial ecology,2014-11-14,3,Deposited,10,19,0,0,0,0,0,0,0,3.35
10.1101/067454,10.1016/j.ajhg.2016.11.012,american journal of human genetics,2016-12-23,33,Deposited,2,18,1,1,0,0,0,0,1,9.68
10.1101/044149,10.1073/pnas.1612820113,proceedings of the national academy of sciences of the united states of america,2016-11-04,1,Deposited,4,4,0,0,1,1,1,1,1,10.11
10.1101/035329,10.1016/j.ajhg.2016.07.020,american journal of human genetics,2016-09-12,5,Deposited,0,4,0,0,0,0,0,0,1,9.68
10.1101/149344,10.7554/elife.29550,elife,2017-11-17,3,Deposited,0,20,0,0,1,1,0,0,1,7.01
10.1101/033878,10.1007/s00429-016-1277-y,brain structure and function,2016-08-06,3,Deposited,5,21,0,0,0,1,0,1,0,3.33
10.1101/031179,10.3835/plantgenome2015.11.0118,plant genome,2016-05-13,10,Deposited,2,20,0,0,1,1,0,0,1,3.25
10.1101/024513,10.1021/acs.jcim.5b00632,journal of chemical information and modeling,2016-05-09,2,Deposited,0,9,1,0,1,1,0,0,1,3.89
10.1101/046003,10.1371/journal.pgen.1006074,plos genetics,2016-05-18,7,Deposited,16,19,1,0,1,1,0,0,1,6.02
10.1101/005702,10.1038/srep04942,scientific reports,2014-05-13,16,Deposited,1,15,0,0,1,1,0,0,1,5.76
10.1101/055418,10.12688/wellcomeopenres.9896.1,wellcome open research,2016-12-13,6,Deposited,0,19,0,0,0,0,0,0,1,NA
10.1101/115451,10.1186/s13073-017-0495-0,genome medicine,2017-11-24,9,Deposited,15,21,0,0,1,1,0,1,1,7.71
10.1101/102210,10.1073/pnas.1703379114,proceedings of the national academy of sciences of the united states of america,2017-10-17,8,Deposited,0,14,0,1,1,1,0,0,1,9.69
10.1101/091595,10.1186/s13059-017-1311-2,genome biology,2017-09-19,5,Deposited,1,16,0,0,1,1,0,0,1,11.44
10.1101/076067,10.1038/s41598-017-09334-7,scientific reports,2017-08-15,11,Deposited,2,12,0,1,0,0,0,0,1,4.28
10.1101/115121,10.1371/journal.pone.0184405,plos one,2017-09-08,2,Deposited,6,21,0,0,0,0,1,1,1,2.88
10.1101/068528,10.1093/jhered/esx058,journal of heredity,2017-07-06,4,Deposited,16,21,1,0,1,0,0,0,1,2.13
10.1101/028175,10.1371/journal.pcbi.1004845,plos computational biology,2016-03-28,2,Deposited,4,13,1,0,1,1,0,1,1,4.65
10.1101/106039,10.1371/journal.pone.0179726,plos one,2017-07-27,7,Deposited,21,17,0,0,1,1,0,0,1,2.88
10.1101/161265,10.1371/journal.pone.0181941,plos one,2017-07-27,4,Deposited,1,14,0,0,0,0,0,0,1,2.88
10.1101/114926,10.7554/elife.23249,elife,2017-03-27,8,Deposited,4,21,0,0,1,1,0,0,1,7.01
10.1101/075697,10.1152/jn.00880.2016,journal of neurophysiology,2016-12-15,2,Deposited,4,14,1,0,0,0,0,0,1,2.41
10.1101/053918,10.1098/rspb.2017.0200,proceedings of the royal society b: biological sciences,2017-04-12,7,Deposited,9,17,0,0,0,1,1,1,1,4.72
10.1101/047704,10.14814/phy2.13218,physiological reports,2017-03-23,7,Deposited,7,8,1,0,1,1,0,0,1,2.02
10.1101/057315,10.1111/1365-2664.12867,journal of applied ecology,2017-01-09,7,Deposited,6,9,0,0,0,0,0,0,0,5.5
10.1101/084871,10.1186/s12864-017-3527-7,bmc genomics,2017-02-10,7,Deposited,8,16,1,0,0,0,1,1,1,3.82
10.1101/065961,10.1016/j.neuroimage.2016.11.001,neuroimage,2016-11-03,3,Deposited,3,20,0,0,0,0,1,1,1,6.25
10.1101/059287,10.15252/msb.20167137,molecular systems biology,2016-12-16,3,Deposited,0,11,0,0,1,1,0,0,1,9.1
10.1101/048371,10.1038/ncomms12778,nature communications,2016-09-14,5,Deposited,5,20,0,0,1,1,1,1,1,12.03
10.1101/178533,10.1002/hbm.23917,human brain mapping,2017-12-13,7,Deposited,2,14,1,0,1,1,0,0,1,4.92
10.1101/179804,10.1373/clinchem.2017.278101,clinical chemistry,2017-11-02,7,Deposited,5,21,1,0,1,1,1,1,1,6.13
10.1101/057760,10.1099/mgen.0.000076,microbial genomics,2016-07-05,7,Deposited,5,19,0,0,0,0,0,0,1,NA
10.1101/001552,10.1038/nature13673,nature,2014-09-17,120,Deposited,0,10,0,0,1,0,0,0,1,34.61
10.1101/007708,10.1098/rsbl.2014.0497,biology letters,2014-08-27,5,Deposited,4,18,0,0,1,1,0,0,1,3.64
10.1101/089821,10.1093/dnares/dsx023,dna research,2017-05-04,6,Deposited,14,19,0,0,0,0,0,0,1,5.51
10.1101/192963,10.1371/journal.pone.0187259,plos one,2017-10-30,1,Deposited,11,11,0,0,0,0,0,0,1,2.88
10.1101/138511,10.1523/eneuro.0207-17.2017,eneuro,2017-09-05,34,Deposited,12,21,0,0,0,0,1,1,1,1.87
10.1101/134387,10.1242/jeb.162255,journal of experimental biology,2017-08-19,2,Deposited,10,0,1,1,1,1,0,0,1,3.25
10.1101/184978,10.1016/j.bandl.2017.10.008,brain and language,2017-11-10,3,Deposited,2,10,0,1,0,0,0,0,1,2.78
10.1101/138883,10.7717/peerj.3837,peerj,2017-09-19,8,Deposited,8,14,0,0,0,0,0,0,1,2.18
10.1101/116780,10.1016/j.jtbi.2017.09.017,journal of theoretical biology,2017-09-20,4,Deposited,8,12,0,0,1,1,0,0,0,1.95
10.1101/126169,10.1186/s12864-017-4091-x,bmc genomics,2017-09-18,5,Deposited,4,17,1,0,0,0,1,1,1,3.82
10.1101/026922,10.1038/srep25373,scientific reports,2016-05-09,7,Deposited,8,12,NA,NA,0,0,0,0,1,4.53
10.1101/041780,10.7554/elife.12727,elife,2016-03-24,19,Deposited,5,17,0,0,1,1,0,0,1,6.55
10.1101/063719,10.1038/s41467-017-00740-z,nature communications,2017-09-20,2,Deposited,0,10,0,1,0,0,1,1,1,12.26
10.1101/109207,10.1038/nmeth.4391,nature methods,2017-08-07,10,Deposited,3,12,0,0,0,0,1,1,1,20.8
10.1101/130112,10.1103/physreve.96.012406,physical review e,2017-07-15,3,Deposited,11,21,0,NA,1,1,0,0,1,1.91
10.1101/131433,10.1016/j.bandc.2017.08.004,brain and cognition,2017-08-18,2,Deposited,3,12,1,0,1,1,1,1,0,2.56
10.1101/118539,10.1007/s00251-017-1023-5,immunogenetics,2017-08-04,11,Deposited,1,9,0,0,0,0,0,0,0,2.09
10.1101/059410,10.1038/s41598-017-08877-z,scientific reports,2017-08-10,9,Deposited,9,15,0,0,1,1,1,0,1,4.28
10.1101/134668,10.1007/s00122-017-2934-0,theoretical and applied genetics,2017-06-24,16,Deposited,0,21,0,0,0,0,0,0,0,4.15
10.1101/121996,10.1371/journal.pone.0180047,plos one,2017-06-26,3,Deposited,4,21,1,0,0,0,1,1,1,2.88
10.1101/063206,10.1186/s12859-017-1678-9,bmc bioinformatics,2017-05-18,6,Deposited,0,12,0,0,0,0,0,0,1,2.26
10.1101/093161,10.1093/bioinformatics/btw791,bioinformatics,2016-12-11,1,Deposited,19,19,0,0,1,1,0,0,1,7.08
10.1101/016881,10.1534/genetics.115.178160,genetics,2015-10-24,2,Deposited,0,19,0,0,0,1,0,0,1,4.51
10.1101/020586,10.1371/journal.pgen.1005718,plos genetics,2015-12-09,6,Deposited,0,14,1,0,0,0,0,0,1,7.18
10.1101/023531,10.1371/journal.pcbi.1004684,plos computational biology,2015-12-29,3,Deposited,0,5,0,0,0,0,0,1,1,5.08
10.1101/100198,10.1101/gad.293910.116,genes and development,2017-02-07,7,Deposited,13,21,1,0,1,1,0,0,1,9.11
10.1101/093609,10.1111/jeb.13045,journal of evolutionary biology,2017-01-30,3,Deposited,3,20,NA,NA,0,0,1,1,0,2.47
10.1101/003780,10.1007/s00285-014-0824-5,journal of mathematical biology,2014-08-23,3,Deposited,19,19,0,0,1,1,0,0,1,1.72
10.1101/021378,10.1073/pnas.1418745112,proceedings of the national academy of sciences of the united states of america,2015-07-07,3,Deposited,7,12,0,0,0,0,0,0,1,10.35
10.1101/008524,10.1016/j.jinsphys.2014.07.001,journal of insect physiology,2014-07-16,5,Deposited,5,18,1,0,0,0,0,0,0,2.67
10.1101/120261,10.1093/bioinformatics/btx587,bioinformatics,2017-09-15,3,Deposited,4,21,0,1,1,1,0,0,1,5.88
10.1101/193847,10.7554/elife.31343,elife,2017-12-04,14,Deposited,5,21,1,1,1,1,0,0,1,7.01
10.1101/003376,10.1371/journal.pcbi.1003757,plos computational biology,2014-07-24,7,Deposited,11,18,0,0,0,0,0,0,1,5.22
10.1101/023788,10.1111/mec.13643,molecular ecology,2016-04-11,2,Deposited,7,16,1,0,1,1,0,1,0,5.4
10.1101/014043,10.1186/s13742-015-0080-7,gigascience,2015-09-01,5,Deposited,8,8,0,0,0,0,0,0,1,7.83
10.1101/163873,10.1111/nph.14956,new phytologist,2017-12-30,1,Deposited,9,9,0,0,1,1,1,1,1,7.44
10.1101/172494,10.1073/pnas.1713863114,proceedings of the national academy of sciences of the united states of america,2017-11-14,7,Deposited,3,20,0,0,1,1,1,1,1,9.69
10.1101/126334,10.15252/emmm.201707882,embo molecular medicine,2017-10-14,6,Deposited,3,21,1,1,1,1,1,1,1,9.43
10.1101/028027,10.3389/fnsys.2016.00026,frontiers in systems neuroscience,2016-03-30,5,Deposited,1,17,1,1,0,0,0,0,1,3.51
10.1101/031062,10.1038/hdy.2015.104,heredity,2015-12-09,5,Deposited,14,19,NA,NA,0,0,0,0,1,3.95
10.1101/026948,10.1038/nmeth.3734,nature methods,2016-01-18,11,Deposited,2,13,1,0,1,1,0,0,1,19.88
10.1101/019273,10.1007/s10955-015-1444-1,journal of statistical physics,2016-01-18,2,Deposited,12,18,0,0,0,1,0,0,1,1.35
10.1101/025676,10.1038/nmeth.3800,nature methods,2016-03-07,7,Deposited,3,20,0,1,0,0,0,0,1,19.88
10.1101/141788,10.7554/elife.28862,elife,2017-07-25,3,Deposited,5,11,1,1,1,1,1,1,1,7.01
10.1101/100099,10.1098/rsif.2017.0073,journal of the royal society interface,2017-06-07,4,Deposited,5,12,0,0,0,0,0,0,1,3.5
10.1101/069062,10.1017/s0033291717000769,psychological medicine,2017-04-04,5,Deposited,2,18,NA,NA,0,0,1,1,0,5.27
10.1101/066829,10.1093/molbev/msw224,molecular biology and evolution,2016-10-11,5,Deposited,2,21,0,0,1,1,0,1,1,6.14
10.1101/103408,10.1016/j.molmet.2017.02.007,molecular metabolism,2017-03-01,15,Deposited,1,19,0,0,0,0,1,1,1,6.45
10.1101/024695,10.1038/nature16062,nature,2015-11-04,22,Deposited,10,19,0,0,0,0,0,0,0,33.48
10.1101/074286,10.1016/j.neuropsychologia.2017.02.006,neuropsychologia,2017-02-16,4,Deposited,8,14,0,1,1,1,0,0,1,2.91
10.1101/072967,10.1016/j.ajhg.2017.01.031,american journal of human genetics,2017-02-23,6,Deposited,2,11,0,0,1,1,0,0,1,8.95
10.1101/059790,10.1371/journal.pbio.2000234,plos biology,2017-01-09,6,Deposited,19,18,1,0,0,0,0,0,1,7.25
10.1101/082255,10.1038/nmeth.4148,nature methods,2017-01-23,8,Deposited,2,16,0,0,0,0,0,0,0,20.8
10.1101/013771,10.1371/journal.pone.0128036,plos one,2015-05-22,6,Deposited,9,18,0,0,1,1,0,0,1,3.45
10.1101/040600,10.1093/gbe/evw176,genome biology and evolution,2016-08-07,7,Deposited,5,18,0,0,0,0,1,0,1,4.03
10.1101/186072,10.1523/jneurosci.2460-17.2017,journal of neuroscience,2017-10-27,7,Deposited,4,20,1,0,0,0,0,0,0,5.87
10.1101/158576,10.1038/ismej.2017.172,isme journal,2017-10-20,6,Deposited,0,20,0,1,1,1,0,0,1,9.39
10.1101/002279,10.1371/journal.pone.0110808,plos one,2014-10-29,1,Deposited,11,11,0,0,1,1,1,1,1,3.75
10.1101/041749,10.1523/jneurosci.0659-16.2016,journal of neuroscience,2016-07-27,3,Deposited,6,20,1,0,1,1,1,1,1,6.28
10.1101/020818,10.1371/journal.pone.0159195,plos one,2016-07-21,4,Deposited,11,20,1,0,0,0,0,0,1,3.02
10.1101/157008,10.3389/fmars.2017.00403,frontiers in marine science,2017-12-12,4,Deposited,5,20,0,0,0,0,0,0,1,2.78
10.1101/179119,10.1111/tpj.13765,plant journal,2017-11-10,5,Deposited,2,8,0,1,1,1,0,0,1,6.12
10.1101/142950,10.1038/s41598-017-17178-4,scientific reports,2017-11-30,5,Deposited,0,1,1,0,1,1,0,0,1,4.28
10.1101/128827,10.1242/bio.026930,biology open,2017-10-06,2,Deposited,8,0,1,0,1,1,0,0,1,2.27
10.1101/167478,10.1038/s41598-017-15520-4,scientific reports,2017-11-08,14,Deposited,7,21,NA,NA,0,0,0,0,1,4.28
10.1101/133025,10.1523/jneurosci.1222-17.2017,journal of neuroscience,2017-10-07,5,Deposited,21,20,1,0,1,1,1,1,1,5.87
10.1101/082024,10.1038/ng.3954,nature genetics,2017-09-11,11,Deposited,6,14,0,0,1,1,0,0,1,25.72
10.1101/024034,10.1038/nmeth.3869,nature methods,2016-05-24,6,Deposited,13,20,0,1,1,1,1,1,1,19.88
10.1101/033514,10.1073/pnas.1522921113,proceedings of the national academy of sciences of the united states of america,2016-04-26,5,Deposited,1,13,0,0,1,1,1,1,1,10.11
10.1101/024414,10.7717/peerj.1845,peerj,2016-03-24,13,Deposited,4,19,0,1,0,0,0,0,1,2.23
10.1101/001297,10.1371/journal.pone.0085203,plos one,2014-01-15,10,Deposited,4,18,0,1,1,1,0,0,1,3.75
10.1101/133686,10.7554/elife.28387,elife,2017-08-08,10,Deposited,4,14,0,0,0,0,0,0,1,7.01
10.1101/123414,10.1016/j.csbj.2017.08.002,computational and structural biotechnology journal,2017-08-26,4,Deposited,0,4,1,0,0,0,1,1,1,4.74
10.1101/061267,10.1002/hbm.23803,human brain mapping,2017-09-08,5,Deposited,17,21,0,0,1,1,1,1,1,4.92
10.1101/080606,10.1093/molbev/msx070,molecular biology and evolution,2017-02-15,2,Deposited,2,21,1,1,1,1,0,0,1,6.18
10.1101/106385,10.1186/s12915-017-0399-x,bmc biology,2017-07-17,55,Deposited,10,16,1,0,1,0,0,0,1,4.95
10.1101/119560,10.1111/jeb.13131,journal of evolutionary biology,2017-06-13,4,Deposited,9,13,NA,NA,0,0,0,0,1,2.47
10.1101/105916,10.1016/j.cub.2017.04.058,current biology,2017-05-25,3,Deposited,2,15,1,1,1,1,0,0,1,6.33
10.1101/080820,10.1186/s13073-017-0426-0,genome medicine,2017-04-18,2,Deposited,17,8,0,0,0,0,1,1,1,7.71
10.1101/056598,10.1093/bioinformatics/btw757,bioinformatics,2016-11-22,6,Deposited,5,13,0,0,0,0,0,0,1,7.08
10.1101/061754,10.1037/com0000069,journal of comparative psychology,2017-03-23,3,Deposited,12,21,0,0,1,1,0,0,1,1.87
10.1101/091322,10.1371/journal.pcbi.1005350,plos computational biology,2017-02-23,11,Deposited,20,7,0,1,1,1,0,0,1,4.02
10.1101/025890,10.7554/elife.11182,elife,2015-12-01,5,Deposited,8,16,0,0,0,0,0,0,1,7.98
10.1101/011858,10.1186/s12918-015-0253-0,bmc systems biology,2015-12-29,4,Deposited,7,19,0,0,1,1,0,0,1,2.67
10.1101/017863,10.3389/fncir.2015.00039,frontiers in neural circuits,2015-08-18,4,Deposited,7,19,1,0,0,0,1,1,1,4.13
10.1101/067876,10.15252/embj.201696038,embo journal,2016-12-28,4,Deposited,11,21,0,1,0,0,0,0,1,7.82
10.1101/037010,10.1021/acssynbio.6b00072,acs synthetic biology,2016-05-17,4,Deposited,7,0,1,0,1,1,1,1,1,5.16
10.1101/001677,10.1111/oik.01719,oikos,2014-11-04,3,Deposited,6,9,0,1,0,0,0,0,0,3.67
10.1101/001347,10.1093/molbev/msu269,molecular biology and evolution,2014-09-23,3,Deposited,4,19,0,0,0,0,1,1,1,10.17
10.1101/046839,10.1007/s11240-016-1063-9,"plant cell, tissue and organ culture",2016-08-17,2,Deposited,7,20,1,1,1,1,0,0,0,2.27
10.1101/028837,10.1534/genetics.115.183665,genetics,2015-12-30,7,Deposited,0,17,0,0,1,1,0,0,1,4.51
10.1101/037101,10.1093/bioinformatics/btw276,bioinformatics,2016-06-15,3,Deposited,0,10,1,0,0,0,0,0,1,7.08
10.1101/037671,10.1186/s12859-016-1140-4,bmc bioinformatics,2016-06-29,6,Deposited,16,12,0,1,1,1,0,0,1,2.43
10.1101/045856,10.1073/pnas.1605707113,proceedings of the national academy of sciences of the united states of america,2016-05-10,16,Deposited,5,20,0,0,1,1,1,1,1,10.11
10.1101/115568,10.1038/s41437-017-0003-8,heredity,2017-11-09,9,Deposited,0,20,0,0,1,1,0,0,1,3.78
10.1101/174581,10.1534/g3.117.300146,"g3: genes, genomes, genetics",2017-09-10,2,Deposited,17,18,1,1,1,1,0,0,1,2.7
10.1101/146266,10.1128/msphere.00267-17,msphere,2017-10-12,2,Deposited,2,14,0,0,1,1,1,1,1,3.42
10.1101/160218,10.1002/ajpa.23345,american journal of physical anthropology,2017-10-27,5,Deposited,0,19,0,1,0,0,0,0,0,2.8
10.1101/167767,10.1038/ng.3967,nature genetics,2017-10-09,11,Deposited,7,21,0,0,1,1,0,0,1,25.72
10.1101/152447,10.1186/s12859-017-1929-9,bmc bioinformatics,2017-11-15,2,Deposited,0,21,0,0,0,0,0,0,1,2.26
10.1101/144725,10.1186/s12967-017-1305-6,journal of translational medicine,2017-10-10,7,Deposited,5,17,0,1,1,1,0,0,1,4.17
10.1101/122119,10.1111/pce.13019,plant cell and environment,2017-07-14,8,Deposited,4,21,0,1,0,0,0,0,0,5.14
10.1101/145011,10.1080/15592324.2017.1346767,plant signaling and behavior,2017-07-10,2,Deposited,20,6,0,0,1,1,0,0,1,1.38
10.1101/033340,10.3389/fmicb.2016.00301,frontiers in microbiology,2016-03-09,10,Deposited,3,20,0,1,1,1,1,1,1,4.17
10.1101/153262,10.1038/nature23467,nature,2017-07-14,9,Deposited,3,13,0,0,0,0,1,1,0,35.52
10.1101/081620,10.1101/gr.217216.116,genome research,2017-07-27,9,Deposited,0,10,0,0,0,0,0,0,1,10.31
