"PREPRINT_DOI","ARTICLE_DOI","ARTICLE_CREATED_DATE","ARTICLE_TITLE","SOURCETITLE","PAGE_CNT","PUBTYPE","DOCTYPE","AUTHOR_CNT","TYPE"
"10.1101/152736","10.1126/scisignal.aan4893",2017-10-17,"Olfactory experience primes the heat shock transcription factor HSF-1 to enhance the expression of molecular chaperones in C. elegans","science signaling",NA,"J","ar",2,"Deposited"
"10.1101/115410","10.1186/s13059-017-1341-9",2017-10-31,"New reference genome sequences of hot pepper reveal the massive evolution of plant disease-resistance genes by retroduplication","genome biology",NA,"J","ar",40,"Deposited"
"10.1101/108894","10.1371/journal.pone.0185146",2017-10-18,"Individual differences in responsivity to social rewards: Insights from two eye-tracking tasks","plos one",NA,"J","ar",5,"Deposited"
"10.1101/117093","10.1371/journal.pcbi.1005731",2017-09-18,"Reconstructing promoter activity from Lux bioluminescent reporters","plos computational biology",NA,"J","ar",10,"Deposited"
"10.1101/154997","10.1091/mbc.e17-06-0423",2017-08-03,"Neurodegeneration-associated mutant TREM2 proteins abortively cycle between the ER and ER-Golgi intermediate compartment","molecular biology of the cell",11,"J","ar",3,"Deposited"
"10.1101/036798","10.1038/srep25474",2016-05-05,"Cell freezing protocol suitable for ATAC-Seq on motor neurons derived from human induced pluripotent stem cells","scientific reports",NA,"J","ar",10,"Deposited"
"10.1101/036178","10.1371/journal.pgen.1005877",2016-03-04,"Inferring Population Size History from Large Samples of Genome-Wide Molecular Data - An Approximate Bayesian Computation Approach","plos genetics",36,"J","ar",5,"Deposited"
"10.1101/027581","10.1016/j.jtbi.2016.02.019",2016-02-23,"The impact of host metapopulation structure on the population genetics of colonizing bacteria","journal of theoretical biology",10,"J","ar",13,"Deposited"
"10.1101/112979","10.1186/s12864-017-3943-8",2017-07-27,"Developing a 670k genotyping array to tag ~2M SNPs across 24 horse breeds","bmc genomics",NA,"J","ar",35,"Deposited"
"10.1101/069708","10.1534/genetics.116.195784",2017-03-10,"Comparative analyses of selection operating on nontranslated intergenic regions of diverse bacterial species","genetics",14,"J","ar",4,"Deposited"
"10.1101/080465","10.1016/j.bpj.2017.04.050",2017-06-11,"Analysis of Noise Mechanisms in Cell-Size Control","biophysical journal",11,"J","ar",4,"Deposited"
"10.1101/058214","10.1002/gepi.22050",2017-05-08,"Polygenic scores via penalized regression on summary statistics","genetic epidemiology",12,"J","ar",5,"Deposited"
"10.1101/105999","10.1186/s13148-017-0334-6",2017-04-08,"Clusterization in head and neck squamous carcinomas based on lncRNA expression: molecular and clinical correlates","clinical epigenetics",NA,"J","ar",4,"Deposited"
"10.1101/076315","10.1016/j.cub.2017.02.030",2017-03-09,"Deep-Time Convergence in Rove Beetle Symbionts of Army Ants","current biology",7,"J","ar",2,"Deposited"
"10.1101/011379","10.3897/dez.62.9000",2015-02-25,"Recognition and identification of bumblebee species in the Bombus lucorum-complex (Hymenoptera, Apidae)-A review and outlook","mitteilungen aus dem museum fur naturkunde in berlin - deutsche entomologische zeitschrift",10,"J","ar",1,"Deposited"
"10.1101/026823","10.1186/s12864-015-2239-0",2016-01-06,"The neurotranscriptome of the Aedes aegypti mosquito","bmc genomics",NA,"J","ar",5,"Deposited"
"10.1101/018333","10.1093/bioinformatics/btv383",2015-06-23,"Bandage: Interactive visualization of de novo genome assemblies","bioinformatics",3,"J","ar",4,"Deposited"
"10.1101/023259","10.1371/journal.pone.0137765",2015-09-22,"3D tree dimensionality assessment using photogrammetry and small unmanned aerial vehicles","plos one",NA,"J","ar",4,"Deposited"
"10.1101/026229","10.1371/journal.pone.0138894",2015-09-25,"Exact solutions of coupled multispecies linear reaction-diffusion equations on a uniformly growing domain","plos one",NA,"J","ar",4,"Deposited"
"10.1101/017368","10.1111/ddi.12369",2015-08-21,"Historic and prehistoric human-driven extinctions have reshaped global mammal diversity patterns","diversity and distributions",12,"J","ar",2,"Deposited"
"10.1101/046359","10.1016/j.neuroimage.2017.02.008",2017-02-05,"Metacognitive ability correlates with hippocampal and prefrontal microstructure","neuroimage",9,"J","ar",8,"Deposited"
"10.1101/067116","10.3389/fnins.2016.00616",2017-01-10,"Bayesian inference of two-dimensional contrast sensitivity function from data obtained with classical one-dimensional algorithms is efficient","frontiers in neuroscience",NA,"J","ar",5,"Deposited"
"10.1101/012740","10.1111/evo.12646",2015-03-24,"Fitness costs in spatially structured environments","evolution",7,"J","ar",1,"Deposited"
"10.1101/036582","10.1016/j.ajpath.2016.04.016",2016-07-17,"A Novel Mutation in Nucleoporin 35 Causes Murine Degenerative Colonic Smooth Muscle Myopathy","american journal of pathology",8,"J","ar",10,"Deposited"
"10.1101/004895","10.1371/journal.pgen.1004913",2015-01-08,"Genetic Mapping of MAPK-Mediated Complex Traits Across S. cerevisiae","plos genetics",16,"J","ar",5,"Deposited"
"10.1101/156596","10.7554/elife.29005",2017-12-20,"Conserved noncoding transcription and core promoter regulatory code in early Drosophila development","elife",NA,"J","ar",2,"Deposited"
"10.1101/063396","10.1038/srep31561",2016-08-16,"A conditional likelihood is required to estimate the selection coefficient in ancient DNA","scientific reports",NA,"J","ar",1,"Deposited"
"10.1101/027359","10.1073/pnas.1520213113",2016-06-30,"Algorithmic methods to infer the evolutionary trajectories in cancer progression","proceedings of the national academy of sciences of the united states of america",10,"J","ar",9,"Deposited"
"10.1101/004614","10.1186/1471-2164-15-494",2014-06-19,"Characterizing a collective and dynamic component of chromatin immunoprecipitation enrichment profiles in yeast","bmc genomics",NA,"J","ar",3,"Deposited"
"10.1101/181982","10.1371/journal.pone.0190075",2017-12-27,"The impact of persistent bacterial bronchitis on the pulmonary microbiome of children","plos one",NA,"J","ar",6,"Deposited"
"10.1101/148577","10.1073/pnas.1711229114",2017-11-21,"Parallel epigenetic modifications induced by hatchery rearing in a Pacific salmon","proceedings of the national academy of sciences of the united states of america",6,"J","ar",9,"Deposited"
"10.1101/133843","10.1371/journal.pone.0188181",2017-12-18,"Single molecule sequencing of the M13 virus genome without amplification","plos one",NA,"J","ar",20,"Deposited"
"10.1101/075341","10.3389/fncel.2017.00289",2017-09-20,"Uncorrelated neural firing in mouse visual cortex during spontaneous retinal waves","frontiers in cellular neuroscience",NA,"J","ar",3,"Deposited"
"10.1101/091967","10.1002/ecs2.1948",2017-10-05,"Direct and Context-dependent effects of light, temperature, and phytoplankton shape bacterial community composition","ecosphere",NA,"J","ar",2,"Deposited"
"10.1101/150862","10.1534/genetics.117.300179",2017-08-22,"MIP-MAP: High-throughput mapping of Caenorhabditis elegans temperature-sensitive mutants via molecular inversion probes","genetics",17,"J","ar",15,"Deposited"
"10.1101/031229","10.1038/ncomms11257",2016-04-13,"Fast and sensitive taxonomic classification for metagenomics with Kaiju","nature communications",NA,"J","ar",3,"Deposited"
"10.1101/072710","10.1038/s41598-017-08155-y",2017-08-03,"The white gene controls copulation success in Drosophila melanogaster","scientific reports",NA,"J","ar",3,"Deposited"
"10.1101/077545","10.1109/tbme.2016.2627402",2016-12-17,"An electrochemistry study of cryoelectrolysis in frozen physiological saline","ieee transactions on biomedical engineering",6,"J","ar",3,"Deposited"
"10.1101/082420","10.1152/jn.00834.2016",2017-03-30,"Estimating the implicit component of visuomotor rotation learning by constraining movement preparation time","journal of neurophysiology",11,"J","ar",4,"Deposited"
"10.1101/095877","10.1016/j.ympev.2017.08.003",2017-08-07,"Isolation and gene flow in a speciation continuum in newts","molecular phylogenetics and evolution",12,"J","ar",5,"Deposited"
"10.1101/061911","10.1534/g3.117.041038",2017-05-13,"Effects of the ordering of natural selection and population regulation mechanisms on wright-fisher models","g3: genes, genomes, genetics",12,"J","ar",3,"Deposited"
"10.1101/120154","10.1186/s12864-017-3918-9",2017-07-10,"Assembling metagenomes, one community at a time","bmc genomics",NA,"J","ar",6,"Deposited"
"10.1101/101097","10.1016/j.clinph.2017.04.005",2017-04-24,"Demonstration of short-term plasticity in the dorsolateral prefrontal cortex with theta burst stimulation: A TMS-EEG study","clinical neurophysiology",10,"J","ar",8,"Deposited"
"10.1101/078675","10.1002/ece3.3012",2017-05-11,"No evidence for adaptation to local rhizobial mutualists in the legume Medicago lupulina","ecology and evolution",10,"J","ar",4,"Deposited"
"10.1101/074872","10.7554/elife.21476",2017-04-25,"Variation in olfactory neuron repertoires is genetically controlled and environmentally modulated","elife",NA,"J","ar",17,"Deposited"
"10.1101/101444","10.1016/j.bpj.2017.01.032",2017-03-28,"Tracking Multiple Genomic Elements Using Correlative CRISPR Imaging and Sequential DNA FISH","biophysical journal",8,"J","ar",5,"Deposited"
"10.1101/020529","10.1534/g3.115.021659",2015-09-16,"The nature, extent, and consequences of genetic variation in the opa repeats of Notch in Drosophila","g3: genes, genomes, genetics",15,"J","ar",4,"Deposited"
"10.1101/014027","10.1534/g3.114.015073",2015-08-06,"The genetics of resistance to morinda fruit toxin during the postembryonic stages in Drosophila sechellia","g3: genes, genomes, genetics",9,"J","ar",2,"Deposited"
"10.1101/097303","10.1371/journal.pgen.1006582",2017-01-23,"The Replisomes Remain Spatially Proximal throughout the Cell Cycle in Bacteria","plos genetics",NA,"J","ar",4,"Deposited"
"10.1101/045963","10.7554/elife.20515",2016-12-07,"On cross-frequency phase-phase coupling between theta and gamma oscillations in the hippocampus","elife",NA,"J","ar",2,"Deposited"
"10.1101/055863","10.1038/nmeth.4108",2016-12-05,"Rapidly evolving homing CRISPR barcodes","nature methods",6,"J","ar",3,"Deposited"
"10.1101/013623","10.1186/s12859-015-0590-4",2015-05-19,"Software for the analysis and visualization of deep mutational scanning data","bmc bioinformatics",NA,"J","ar",1,"Deposited"
"10.1101/036400","10.1371/journal.pone.0162098",2016-09-08,"Temperature regimes impact coral assemblages along environmental gradients on lagoonal reefs in Belize","plos one",NA,"J","ar",7,"Deposited"
"10.1101/050229","10.1038/srep33101",2016-09-12,"The fitness burden imposed by synthesising quorum sensing signals","scientific reports",NA,"J","ar",12,"Deposited"
"10.1101/036947","10.1186/s13073-016-0339-3",2016-08-17,"The prognostic potential of alternative transcript isoforms across human tumors","genome medicine",NA,"J","ar",4,"Deposited"
"10.1101/028241","10.1038/gim.2015.161",2015-12-10,"Gene discovery for Mendelian conditions via social networking: De novo variants in KDM1A cause developmental delay and distinctive facial features","genetics in medicine",8,"J","ar",12,"Deposited"
"10.1101/016006","10.1038/nature17961",2016-06-01,"The gene cortex controls mimicry and crypsis in butterflies and moths","nature",5,"J","ar",19,"Deposited"
"10.1101/000315","10.1371/journal.pone.0087782",2014-01-29,"On the reproducibility of TCGA ovarian cancer microRNA profiles","plos one",NA,"J","ar",5,"Deposited"
"10.1101/105338","10.1093/ije/dyx207",2017-09-05,"Mendelian randomization: A novel approach for the prediction of adverse drug events and drug repurposing opportunities","international journal of epidemiology",12,"J","ar",4,"Deposited"
"10.1101/148346","10.1016/j.bpj.2017.09.024",2017-12-05,"Challenges in Estimating the Motility Parameters of Single Processive Motor Proteins","biophysical journal",11,"J","ar",3,"Deposited"
"10.1101/109108","10.1126/sciadv.1700606",2017-08-05,"Holographic deep learning for rapid optical screening of anthrax spores","science advances",NA,"J","ar",10,"Deposited"
"10.1101/169748","10.1186/s12864-017-4351-9",2017-12-22,"Genome variation and conserved regulation identify genomic regions responsible for strain specific phenotypes in rat","bmc genomics",NA,"J","ar",6,"Deposited"
"10.1101/147975","10.7554/elife.29061",2017-09-14,"Centriole triplet microtubules are required for stable centriole formation and inheritance in human cells","elife",NA,"J","ar",5,"Deposited"
"10.1101/152389","10.1016/j.neuroimage.2017.10.049",2017-10-25,"Combining images and anatomical knowledge to improve automated vein segmentation in MRI","neuroimage",12,"J","ar",7,"Deposited"
"10.1101/095638","10.1093/bioinformatics/btx408",2017-06-23,"Partitioned learning of deep Boltzmann machines for SNP data","bioinformatics",8,"J","ar",5,"Deposited"
"10.1101/117044","10.1016/j.anbehav.2017.08.029",2017-10-11,"Association indices for quantifying social relationships: how to deal with missing observations of individuals or groups","animal behaviour",12,"J","ar",2,"Deposited"
"10.1101/025551","10.1371/journal.pone.0151651",2016-03-21,"Hybridization capture using RAD probes (hyRAD), a new tool for performing genomic analyses on collection specimens","plos one",NA,"J","ar",9,"Deposited"
"10.1101/027771","10.1038/ng.3529",2016-03-21,"Genetic risk for autism spectrum disorders and neuropsychiatric variation in the general population","nature genetics",4,"J","ar",22,"Deposited"
"10.1101/015214","10.1371/journal.pcbi.1004765",2016-02-29,"A Multi-Method Approach for Proteomic Network Inference in 11 Human Cancers","plos computational biology",31,"J","ar",7,"Deposited"
"10.1101/099481","10.1007/s10453-017-9497-z",2017-09-01,"DNA metabarcoding of airborne pollen: new protocols for improved taxonomic identification of environmental samples","aerobiologia",12,"J","ar",6,"Deposited"
"10.1101/079053","10.1091/mbc.e16-10-0695",2017-04-13,"Wound-induced Ca2+ wave propagates through a simple release and diffusion mechanism","molecular biology of the cell",10,"J","ar",2,"Deposited"
"10.1101/075820","10.1021/acs.jpcb.6b09402",2016-11-18,"Ripping RNA by Force Using Gaussian Network Models","journal of physical chemistry b",8,"J","ar",2,"Deposited"
"10.1101/044602","10.1177/0271678x16661201",2016-08-05,"An atypical role for the myeloid receptor Mincle in central nervous system injury","journal of cerebral blood flow and metabolism",14,"J","ar",18,"Deposited"
"10.1101/103176","10.1371/journal.pgen.1006721",2017-04-14,"A systematic screen for morphological abnormalities during fission yeast sexual reproduction identifies a mechanism of actin aster formation for cell fusion","plos genetics",NA,"J","ar",6,"Deposited"
