"PREPRINT_DOI","ARTICLE_DOI","COUNTRYCODE","INSTITUTION_FULL"
"10.1101/027359","10.1073/pnas.1520213113","GBR","University of Edinburgh, School of Informatics"
"10.1101/027359","10.1073/pnas.1520213113","ITA","University of Milan-Bicocca, Systems and Communication, Department of Informatics"
"10.1101/004614","10.1186/1471-2164-15-494","USA","Department of Biological Sciences, Columbia University"
"10.1101/004614","10.1186/1471-2164-15-494","USA","Computer Science and Artificial Intelligence Laboratory, Massachusetts Institute of Technology"
"10.1101/181982","10.1371/journal.pone.0190075","GBR","Imperial College, National Heart and Lung Institute"
"10.1101/181982","10.1371/journal.pone.0190075","GBR","Royal Brompton and Harefield NHS Foundation Trust"
"10.1101/148577","10.1073/pnas.1711229114","FRA","Institut Francais pour l?Exploitation de la Mer, UMR-241 Ecosystemes Insulaires Oceaniens, Centre Ifremer du Pacifique"
"10.1101/148577","10.1073/pnas.1711229114","CAN","Universite Laval, Institut de Biologie Integrative et des Systemes, Departement de Biologie"
"10.1101/133843","10.1371/journal.pone.0188181","CHN","Ltd., Direct Genomics Co."
"10.1101/075341","10.3389/fncel.2017.00289","USA","The George Washington University, Institute for Neuroscience, Department of Pharmacology and Physiology"
"10.1101/091967","10.1002/ecs2.1948","USA","University of Illinois, and Conservation Biology, Evolution"
"10.1101/091967","10.1002/ecs2.1948","USA","University of Chicago, Department of the Geophysical Sciences"
"10.1101/150862","10.1534/genetics.117.300179","USA","University of Washington, Department of Genome Sciences"
"10.1101/031229","10.1038/ncomms11257","DNK","University of Copenhagen, Department of Biology"
"10.1101/072710","10.1038/s41598-017-08155-y","CAN","Queen's University, Department of Biology"
"10.1101/077545","10.1109/tbme.2016.2627402","USA","Mississippi State University"
"10.1101/077545","10.1109/tbme.2016.2627402","USA","University of California Berkeley"
"10.1101/082420","10.1152/jn.00834.2016","AUS","The University of Queensland, School of Human Movement and Nutrition Sciences, Centre for Sensorimotor Performance"
"10.1101/095877","10.1016/j.ympev.2017.08.003","POL","Jagiellonian University, Institute of Environmental Sciences"
"10.1101/061911","10.1534/g3.117.041038","GBR","University of Bristol, School of Mathematics"
"10.1101/061911","10.1534/g3.117.041038","GBR","University of Oxford, Department of Statistics"
"10.1101/120154","10.1186/s12864-017-3918-9","ZAF","Department of Biochemistry, Centre for Bioinformatics and Computational Biology, University of Pretoria"
"10.1101/120154","10.1186/s12864-017-3918-9","ZAF","Department of Genetics, Centre for Microbial Ecology and Genomics (CMEG), University of Pretoria"
"10.1101/101097","10.1016/j.clinph.2017.04.005","AUS","Central Clinical School and The Alfred, Monash University, Monash Alfred Psychiatry Research Centre"
"10.1101/078675","10.1002/ece3.3012","CAN","University of Toronto, Department of Ecology and Evolutionary Biology"
"10.1101/074872","10.7554/elife.21476","GBR","Wellcome Trust Sanger Institute"
"10.1101/101444","10.1016/j.bpj.2017.01.032","USA","University of California"
"10.1101/020529","10.1534/g3.115.021659","USA","University of Iowa, Department of Biology"
"10.1101/014027","10.1534/g3.114.015073","USA","Stony Brook University, Center for Developmental Genetics, Department of Biochemistry and Cell Biology"
"10.1101/097303","10.1371/journal.pgen.1006582","USA","University of Washington, Department of Physics"
"10.1101/045963","10.7554/elife.20515","BRA","Federal University of Rio Grande do Norte, Brain Institute"
"10.1101/055863","10.1038/nmeth.4108","USA","Harvard Medical School, Department of Genetics"
"10.1101/013623","10.1186/s12859-015-0590-4","USA","Division of Basic Sciences and Computational Biology Program, Fred Hutchinson Cancer Research Center"
"10.1101/036400","10.1371/journal.pone.0162098","USA","3202 Murray and Venable Halls, Department of Marine Sciences, University of North Carolina at Chapel Hill"
"10.1101/050229","10.1038/srep33101","GBR","University of Nottingham, Centre for Biomolecular Sciences, School of Life Sciences"
"10.1101/050229","10.1038/srep33101","GBR","WALTHAM Centre for Pet Nutrition"
"10.1101/036947","10.1186/s13073-016-0339-3","ESP","Universitat Pompeu Fabra (UPF)"
"10.1101/028241","10.1038/gim.2015.161","USA","University of Washington, Department of Pediatrics"
"10.1101/016006","10.1038/nature17961","PAN","Apartado Postal, Smithsonian Tropical Research Institute"
"10.1101/016006","10.1038/nature17961","GBR","University of Sheffield, Department of Animal and Plant Sciences"
"10.1101/000315","10.1371/journal.pone.0087782","USA","Department of Pediatrics, Baylor College of Medicine"
"10.1101/000315","10.1371/journal.pone.0087782","USA","Department of Obstetrics and Gynecology, Baylor College of Medicine"
"10.1101/000315","10.1371/journal.pone.0087782","USA","Department of Pathology and Immunology, Baylor College of Medicine"
"10.1101/105338","10.1093/ije/dyx207","GBR","University of Bristol, Bristol Medical School"
"10.1101/105338","10.1093/ije/dyx207","GBR","University of Bristol, MRC Integrative Epidemiology Unit"
"10.1101/148346","10.1016/j.bpj.2017.09.024","DEU","Technische Universitat Dresden, B CUBE - Center for Molecular Bioengineering"
"10.1101/109108","10.1126/sciadv.1700606","KOR","Korea Advanced Institute of Science and Technology (KAIST), Department of Physics"
"10.1101/169748","10.1186/s12864-017-4351-9","GBR","European Molecular Biology Laboratory, European Bioinformatics Institute"
"10.1101/147975","10.7554/elife.29061","USA","Stanford University, Department of Biology"
"10.1101/152389","10.1016/j.neuroimage.2017.10.049","AUS","Monash University, Monash Institute of Cognitive and Clinical Neurosciences"
"10.1101/152389","10.1016/j.neuroimage.2017.10.049","AUS","Monash University, Monash Biomedical Imaging"
"10.1101/152389","10.1016/j.neuroimage.2017.10.049","AUS","ARC Centre of Excellence for Integrative Brain Function"
"10.1101/152389","10.1016/j.neuroimage.2017.10.049","AUS","Monash University, Faculty of Information Technology"
"10.1101/095638","10.1093/bioinformatics/btx408","DEU","University Medical Center, Institute of Medical Biostatistics Epidemiology and Informatics (IMBEI)"
"10.1101/117044","10.1016/j.anbehav.2017.08.029","GBR","University of Leeds, School of Biology"
"10.1101/025551","10.1371/journal.pone.0151651","CHE","University of Lausanne, Department of Ecology and Evolution"
"10.1101/027771","10.1038/ng.3529","USA","Broad Institute of mit and Harvard, Program in Medical and Population Genetics"
"10.1101/027771","10.1038/ng.3529","USA","Harvard Medical School, Massachusetts General Hospital, Department of Medicine"
"10.1101/027771","10.1038/ng.3529","USA","Broad Institute of mit and Harvard, Stanley Center for Psychiatric Research"
"10.1101/015214","10.1371/journal.pcbi.1004765","USA","Memorial Sloan Kettering Cancer Center, Computational Biology Program"
"10.1101/099481","10.1007/s10453-017-9497-z","GRC","Aristotle University of Thessaloniki, School of Biology, Department of Ecology"
"10.1101/099481","10.1007/s10453-017-9497-z","ITA","Fondazione Edmund Mach, Research and Innovation Centre, Department of Biodiversity and Molecular Ecology"
"10.1101/079053","10.1091/mbc.e16-10-0695","USA","Los Angeles, University of California, Institute for Quantitative and Computational Biosciences"
"10.1101/079053","10.1091/mbc.e16-10-0695","USA","Los Angeles, University of California, Department of Chemistry and Biochemistry"
"10.1101/075820","10.1021/acs.jpcb.6b09402","KOR","Korea Institute for Advanced Study"
"10.1101/044602","10.1177/0271678x16661201","SGP","National University of Singapore, Yong Loo Lin School of Medicine, Department of Physiology"
"10.1101/044602","10.1177/0271678x16661201","AUS","The University of Queensland, School of Biomedical Sciences"
"10.1101/103176","10.1371/journal.pgen.1006721","CHE","University of Lausanne, Department of Fundamental Microbiology"
"10.1101/135947","10.1073/pnas.1701884114","USA","Northwestern University, Department of Molecular Biosciences"
"10.1101/051888","10.1038/s41598-017-01005-x","USA","Pennsylvania State University, Institutes of the Life Sciences, Bioinformatics and Genomics Program"
"10.1101/051888","10.1038/s41598-017-01005-x","USA","Pennsylvania State University, Department of Statistics"
"10.1101/077883","10.1371/journal.pone.0172802","USA","NIH, National Institute of Child Health and Human Development, DDB"
"10.1101/077883","10.1371/journal.pone.0172802","KOR","Chungnam National University, College of Medicine, Department of Pharmacology"
"10.1101/074690","10.1038/srep44374","USA","Virginia Tech Carilion Research Institute"
"10.1101/107888","10.1002/hbm.23574","AUS","QIMR Berghofer Medical Research Institute"
"10.1101/107888","10.1002/hbm.23574","AUS","The University of Queensland, Queensland Brain Institute"
"10.1101/020214","10.1371/journal.pone.0139047","USA","University of Texas at Austin, Institute of Cellular and Molecular Biology, Center for Computational Biology and Bioinformatics"
"10.1101/069880","10.1016/j.celrep.2016.12.080","GBR","Cardiff University, Neuroscience and Mental Health Research Institute"
"10.1101/030908","10.1371/journal.pone.0165899","USA","University of California Los Angeles"
"10.1101/030908","10.1371/journal.pone.0165899","USA","Los Alamos National Laboratory, Theoretical Division"
"10.1101/026351","10.1093/bioinformatics/btw069","USA","University of North Carolina at Charlotte, Department of Bioinformatics and Genomics"
"10.1101/063222","10.1099/mic.0.000352","GBR","University of Nottingham, School of Life Sciences, Centre for Biomolecular Sciences"
"10.1101/063222","10.1099/mic.0.000352","GBR","University of Warwick, School of Life Sciences"
"10.1101/042176","10.1038/ncomms13311","FRA","University of Nice Sophia Antipolis, INSERM U1081, CNRS UMR7284"
"10.1101/123877","10.1093/bioinformatics/btx481","BEL","Department of Computer Science and Engineering"
"10.1101/123877","10.1093/bioinformatics/btx481","USA","University of Illinois at Urbana-Champaign, Department of Computer Science"
"10.1101/022301","10.1093/bioinformatics/btv722","CHE","University of Geneva Medical School, Department of Genetic Medicine and Development"
"10.1101/022301","10.1093/bioinformatics/btv722","CHE","Swiss Institute of Bioinformatics"
"10.1101/022301","10.1093/bioinformatics/btv722","CHE","University of Geneva, Institute for Genetics and Genomics in Geneva (iGE3)"
"10.1101/024653","10.3389/fncom.2016.00048","RUS","Russian Academy of Science (RAS), Institute of Applied Physics, Nonlinear Dynamics Department"
"10.1101/112235","10.1038/srep46398","USA","Emory University, Department of Biostatistics and Bioinformatics"
"10.1101/035519","10.1186/s12918-017-0488-z","BTN","Royal Thimphu College, Faculty of Maths and IT"
"10.1101/169912","10.1371/journal.pgen.1007103","FRA","CNRS-Universite Aix-Marseille, Laboratoire de Chimie Bacterienne"
"10.1101/102517","10.1111/nph.14739","ESP","Universidad de Cordoba, Department of Biochemistry and Molecular Biology"
"10.1101/102517","10.1111/nph.14739","ESP","Universidad Politecnica de Madrid, Centro de Biotecnologia y Genomica de Plantas (UPM-INIA)"
"10.1101/129023","10.1186/s12864-017-4217-1","SGP","Genome Institute of Singapore"
"10.1101/179572","10.1016/j.phytochem.2017.10.004","GBR","The John Innes Centre, Department of Biological Chemistry"
"10.1101/026203","10.1186/s13062-016-0128-3","ISR","Einstein Institute of Mathematics, The Hebrew University of Jerusalem"
"10.1101/032276","10.1371/journal.pone.0149035","GBR","Sainsbury Laboratory"
"10.1101/032276","10.1371/journal.pone.0149035","FRA","Faculte des Sciences et Technologies, UMR 1136 Interactions Arbres/Microorganismes, Universite de Lorraine"
"10.1101/032276","10.1371/journal.pone.0149035","FRA","Centre INRA Nancy Lorraine, UMR 1136 Interactions Arbres/Microorganismes, INRA"
"10.1101/020990","10.1038/srep22311","CYP","New Campus, University of Cyprus, Department of Biological Sciences"
"10.1101/067561","10.1093/gigascience/gix032","NOR","University of Oslo, Department of Informatics"
"10.1101/063305","10.1038/s41598-017-04160-3","USA","Vaccine and Infectious Diseases Division, Fred Hutchinson Cancer Research Center"
"10.1101/106302","10.1111/nph.14629","GBR","Kew, Royal Botanic Gardens, Identification and Naming Department"
"10.1101/132704","10.1016/j.nicl.2017.06.013","CHE","University Children's Hospital, Center for MR-Research"
"10.1101/132704","10.1016/j.nicl.2017.06.013","AUT","Medical University of Vienna, Department of Biomedical Imaging and Image-guided Therapy, Computational Imaging Research Lab (CIR)"
"10.1101/087122","10.1128/iai.00948-16","USA","UC Davis, Department of Microbiology and Molecular Genetics"
"10.1101/069815","10.1101/gr.214767.116","USA","Rice University, Department of Computer Science"
"10.1101/069815","10.1101/gr.214767.116","USA","University of Texas MD Anderson Cancer Center, Division of Quantitative Sciences, Department of Bioinformatics and Computational Biology"
"10.1101/084285","10.1007/s00424-017-1989-8","AUT","Medical University of Graz, Institute of Biophysics"
"10.1101/000265","10.1093/nar/gkw1148","USA","Keck Graduate Institute"
"10.1101/042028","10.1111/nph.14403","MEX","Centro de Investigacion y de Estudios Avanzados del Instituto Politecnico Nacional (CINVESTAV-IPN), Laboratorio Nacional de Genomica para la Biodiversidad (LANGEBIO)"
"10.1101/042028","10.1111/nph.14403","CHE","University of Lausanne, Department of Plant Biology"
"10.1101/043364","10.1107/s2059798316007907","USA","Johns Hopkins University School of Medicine, Department of Biophysics and Biophysical Chemistry"
"10.1101/049767","10.1371/journal.pcbi.1005066","USA","and Behavior Program, Evolutionary Biology, Ecology"
"10.1101/049767","10.1371/journal.pcbi.1005066","USA","Michigan State University, BEACON Center for the Study of Evolution in Action"
"10.1101/049767","10.1371/journal.pcbi.1005066","USA","Michigan State University, Department of Microbiology and Molecular Genetics"
"10.1101/053546","10.1038/srep36164","UGA","National Crops Resources Research Institute"
"10.1101/050062","10.7717/peerj.2501","AUS","James Cook University, ARC Centre of Excellence for Coral Reef Studies"
