"PREPRINT_DOI","ARTICLE_DOI"
"10.1101/014043","10.1186/s13742-015-0080-7"
"10.1101/014142","10.1039/c5mb00693g"
"10.1101/014100","10.1371/journal.pone.0130855"
"10.1101/014126","10.1016/j.ajhg.2015.09.004"
"10.1101/014134","10.3389/fninf.2016.00016"
"10.1101/014159","10.3389/fphys.2015.00183"
"10.1101/014076","10.1039/c5mb00117j"
"10.1101/014183","10.1371/journal.ppat.1004940"
"10.1101/014118","10.1101/gr.189803.115"
"10.1101/014456","10.1111/1462-2920.12824"
"10.1101/014902","10.1186/s12859-015-0677-y"
"10.1101/015032","10.1038/srep13865"
"10.1101/014514","10.1007/s10548-015-0434-6"
"10.1101/014985","10.1038/srep11184"
"10.1101/014977","10.1093/nar/gkv1089"
"10.1101/014829","10.1371/journal.pgen.1006322"
"10.1101/014803","10.1093/nar/gkv1002"
"10.1101/014209","10.1038/srep12524"
"10.1101/014944","10.1038/srep10853"
"10.1101/014837","10.1093/molbev/msv194"
"10.1101/014688","10.1126/science.aab1371"
"10.1101/014571","10.1002/gepi.21893"
"10.1101/014936","10.1534/g3.115.019554"
"10.1101/014720","10.1152/jn.00237.2015"
"10.1101/014738","10.1038/nmeth.3541"
"10.1101/014530","10.1007/s00439-015-1596-8"
"10.1101/014480","10.1016/j.virol.2015.03.029"
"10.1101/014548","10.3389/fnsys.2015.00033"
"10.1101/014613","10.1093/molbev/msv216"
"10.1101/014522","10.1371/journal.pone.0120268"
"10.1101/014464","10.1534/genetics.115.174920"
"10.1101/014886","10.1371/journal.pgen.1004926"
"10.1101/014365","10.1186/s12918-015-0189-4"
"10.1101/014951","10.1016/j.humimm.2015.08.001"
"10.1101/014449","10.1007/s10441-015-9271-y"
"10.1101/014233","10.1098/rsif.2015.0154"
"10.1101/014373","10.1126/sciadv.1500229"
"10.1101/014589","10.7554/elife.06266"
"10.1101/014308","10.1016/j.ympev.2015.04.027"
"10.1101/014290","10.1534/genetics.115.178491"
"10.1101/014431","10.1016/j.mbs.2015.03.012"
"10.1101/014928","10.1101/gr.190538.115"
"10.1101/014407","10.1371/journal.pone.0124952"
"10.1101/014845","10.1534/g3.116.032276"
"10.1101/014357","10.7717/peerj.1214"
"10.1101/015057","10.1098/rsif.2014.1214"
"10.1101/015065","10.3389/fninf.2016.00014"
"10.1101/013433","10.1038/nature14317"
"10.1101/015107","10.1186/s12864-015-1912-7"
"10.1101/015115","10.1098/rstb.2014.0243"
"10.1101/015164","10.1371/journal.pgen.1005272"
"10.1101/015180","10.1371/journal.pone.0153344"
"10.1101/015222","10.1016/j.humimm.2015.09.016"
"10.1101/015230","10.1016/j.humimm.2015.09.011"
"10.1101/015305","10.1186/s12870-015-0566-6"
"10.1101/015396","10.1038/ejhg.2015.206"
"10.1101/015552","10.1038/nmeth.3444"
"10.1101/015446","10.1186/1471-2164-16-s8-s9"
"10.1101/015560","10.1371/journal.pgen.1005550"
"10.1101/015602","10.3109/19401736.2015.1022732"
"10.1101/015594","10.1080/23273798.2014.1002505"
"10.1101/015511","10.3389/fmicb.2015.00316"
"10.1101/015545","10.1016/j.ijpara.2016.02.005"
"10.1101/015586","10.1111/brv.12232"
"10.1101/015693","10.1101/gr.191494.115"
"10.1101/015685","10.1534/genetics.115.178574"
"10.1101/015677","10.1093/ijnp/pyv063"
"10.1101/015719","10.1016/j.cels.2015.08.014"
"10.1101/015651","10.1371/journal.pcbi.1005088"
"10.1101/015743","10.1073/pnas.1503027112/-/dcsupplemental"
"10.1101/015784","10.1101/gr.190868.115"
"10.1101/015750","10.1088/1741-2560/12/3/036009"
"10.1101/015818","10.1093/molbev/msv126"
"10.1101/015875","10.1016/j.mgene.2015.07.006"
"10.1101/015958","10.1016/j.neuropsychologia.2015.07.022"
"10.1101/015966","10.1093/nar/gkv693"
"10.1101/015925","10.1016/j.ejca.2016.07.024"
"10.1101/016139","10.1091/mbc.e15-02-0102"
"10.1101/016097","10.1186/s13059-015-0762-6"
"10.1101/016121","10.1371/journal.pone.0126210"
"10.1101/016089","10.1016/j.gpb.2015.09.007"
"10.1101/016154","10.1534/g3.114.011411"
"10.1101/016105","10.1186/s12879-015-1318-9"
"10.1101/016030","10.1534/genetics.115.178053"
"10.1101/016063","10.1093/bioinformatics/btv478"
"10.1101/016196","10.1186/1471-2164-16-s7-s14"
"10.1101/016212","10.1016/j.neuroimage.2015.11.035"
"10.1101/016261","10.3732/ajb.1500078"
"10.1101/016311","10.7717/peerj.2406"
"10.1101/016246","10.1093/nar/gkv756"
"10.1101/015941","10.1371/journal.pgen.1005142"
"10.1101/016345","10.1186/s12864-015-1860-2"
"10.1101/016378","10.1016/j.revpalbo.2016.07.001"
"10.1101/016410","10.4454/jpp.v97i2.028"
"10.1101/016402","10.1534/g3.115.021444"
"10.1101/016469","10.1534/genetics.115.183814"
"10.1101/016337","10.1534/genetics.115.179838"
"10.1101/016386","10.1093/sysbio/syw022"
"10.1101/016451","10.7554/elife.06664"
"10.1101/016485","10.1111/2041-210x.12468"
"10.1101/016543","10.1534/genetics.115.178509"
"10.1101/016642","10.1101/gr.192294.115"
"10.1101/016618","10.1016/j.ajhg.2015.10.002"
"10.1101/016659","10.12688/f1000research.6379.2"
"10.1101/016238","10.1111/evo.12758"
"10.1101/016675","10.1093/gbe/evv156"
"10.1101/016725","10.1038/srep12866"
"10.1101/016733","10.7554/elife.07574.001"
"10.1101/016774","10.1093/gbe/evv128"
"10.1101/016824","10.1038/nature14971"
"10.1101/016782","10.1038/srep09607"
"10.1101/016832","10.1111/evo.12917"
"10.1101/016915","10.1093/nar/gkv287"
"10.1101/016881","10.1534/genetics.115.178160"
"10.1101/016949","10.1371/journal.pgen.1005658"
"10.1101/016840","10.1016/j.jtbi.2016.12.025"
"10.1101/017020","10.1534/genetics.115.176677"
"10.1101/017095","10.1093/bioinformatics/btw076"
"10.1101/017137","10.1016/j.neuron.2015.09.008"
"10.1101/017103","10.1093/bioinformatics/btv624"
"10.1101/016493","10.1111/mec.13698"
"10.1101/017186","10.1534/g3.115.020552"
"10.1101/017178","10.1038/srep22248"
"10.1101/017111","10.1093/bioinformatics/btw585"
"10.1101/017244","10.1534/genetics.115.176818"
"10.1101/017277","10.1371/journal.pgen.1006121"
"10.1101/017269","10.1021/acssynbio.6b00301"
"10.1101/017343","10.1002/ajpa.22985"
"10.1101/017350","10.1016/j.neuroimage.2016.07.022"
"10.1101/016667","10.1111/evo.12928"
"10.1101/017392","10.1093/bioinformatics/btv565"
"10.1101/017426","10.1016/j.molliq.2015.08.054"
"10.1101/017368","10.1111/ddi.12369"
"10.1101/017483","10.1038/srep16882"
"10.1101/017525","10.1111/nrm.12076"
"10.1101/017475","10.1093/molbev/msv141"
"10.1101/017533","10.1086/685811"
"10.1101/017509","10.1093/bioinformatics/btw085"
"10.1101/017657","10.1371/journal.pone.0139360"
"10.1101/017681","10.1016/j.meegid.2016.04.028"
"10.1101/017707","10.1371/journal.pcbi.1004322"
"10.1101/017822","10.1534/genetics.115.176909"
"10.1101/017806","10.1016/j.neuroimage.2015.07.031"
"10.1101/017830","10.1038/srep19233"
"10.1101/017749","10.1093/molbev/msv169"
"10.1101/017913","10.1002/cne.23993"
"10.1101/017863","10.3389/fncir.2015.00039"
"10.1101/017855","10.1371/journal.pgen.1005616"
"10.1101/017871","10.1371/journal.pgen.1005527"
"10.1101/017939","10.1186/s13059-015-0865-0"
"10.1101/017954","10.1111/ele.12475"
"10.1101/017897","10.1016/j.neuroimage.2015.10.012"
"10.1101/017921","10.3389/fnins.2016.00144"
"10.1101/018036","10.1371/journal.pcbi.1004728"
"10.1101/018077","10.1093/gbe/evv122"
"10.1101/017566","10.1534/genetics.115.178095"
"10.1101/017608","10.1186/s13073-015-0196-5"
"10.1101/017624","10.1371/journal.pcbi.1004473"
"10.1101/017632","10.1371/journal.pone.0139068"
"10.1101/018093","10.1038/srep10576"
"10.1101/018143","10.1016/j.ajhg.2015.12.022"
"10.1101/018184","10.1155/2016/3923527"
"10.1101/018267","10.1093/bioinformatics/btw050"
"10.1101/018358","10.1021/acssynbio.5b00077"
"10.1101/018333","10.1093/bioinformatics/btv383"
"10.1101/018291","10.1111/nph.13754"
"10.1101/018317","10.7554/elife.09771"
"10.1101/018374","10.1371/journal.pcbi.1004411"
"10.1101/018226","10.1523/jneurosci.2044-15.2016"
"10.1101/018408","10.7554/elife.06225"
"10.1101/018424","10.1101/gr.193367.115"
"10.1101/018416","10.1038/srep14976"
"10.1101/018366","10.1016/j.celrep.2015.06.027"
"10.1101/018457","10.1093/molbev/msv167"
"10.1101/018465","10.1186/s13059-015-0834-7"
"10.1101/018499","10.1038/srep35608"
"10.1101/018507","10.1039/c5ib00029g"
"10.1101/018572","10.1101/gr.193342.115"
"10.1101/018648","10.1093/hmg/ddv309"
"10.1101/018481","10.1098/rsif.2015.0468"
"10.1101/018754","10.1093/nar/gkw684"
"10.1101/018721","10.1186/s13059-015-0785-z"
"10.1101/018705","10.1371/journal.pone.0143196"
"10.1101/018747","10.1007/s10120-015-0566-0"
"10.1101/018697","10.1111/mec.13351"
"10.1101/018788","10.1038/ng.3467"
"10.1101/018762","10.1038/ncomms12915"
"10.1101/018861","10.1002/ecy.1605"
"10.1101/018879","10.1371/journal.pcbi.1004507"
"10.1101/018945","10.1016/j.neuroimage.2016.05.011"
"10.1101/018994","10.1007/s10682-015-9803-6"
"10.1101/019000","10.1186/s13059-015-0741-y"
"10.1101/018671","10.1371/journal.pone.0129697"
"10.1101/019042","10.1093/nar/gkv526"
"10.1101/019083","10.1104/pp.15.01971"
"10.1101/019125","10.1002/bies.201500057"
"10.1101/019166","10.1126/science.aad8411"
"10.1101/019216","10.1534/genetics.115.177980"
"10.1101/019174","10.1128/microbiolspec.mchd-0018-2015"
"10.1101/019190","10.3389/fncel.2015.00292"
"10.1101/019257","10.1186/s12915-015-0146-0"
"10.1101/019323","10.1371/journal.pgen.1005648"
"10.1101/019349","10.1371/journal.pcbi.1004447"
"10.1101/019356","10.1186/s13742-016-0137-2"
"10.1101/019398","10.1137/15m1028443"
"10.1101/019372","10.1186/s12864-016-2366-2"
"10.1101/019380","10.1002/jez.b.22636"
"10.1101/019430","10.1534/genetics.115.176404"
"10.1101/019505","10.1371/journal.pone.0149475"
"10.1101/019513","10.1038/ncomms9712"
"10.1101/019539","10.1093/bioinformatics/btv610"
"10.1101/019554","10.3732/ajb.1500229"
"10.1101/019570","10.1093/nar/gkv1542"
"10.1101/019596","10.1371/journal.pone.0139516"
"10.1101/019620","10.1016/j.ymeth.2015.05.020"
"10.1101/019604","10.1093/imammb/dqv037"
"10.1101/019562","10.1371/journal.pgen.1005650"
"10.1101/019588","10.1093/bioinformatics/btw372"
"10.1101/019687","10.1137/15m1040979"
"10.1101/019711","10.1073/pnas.1510805112"
"10.1101/019661","10.1002/gepi.21989"
"10.1101/019737","10.7554/elife.08714"
"10.1101/019752","10.1186/s13059-015-0777-z"
"10.1101/019612","10.1534/genetics.115.178962"
"10.1101/019802","10.1111/zoj.12373"
"10.1101/019786","10.1371/journal.pgen.1005331"
"10.1101/019745","10.1016/j.ympev.2016.03.010"
"10.1101/019760","10.1186/s12864-015-2135-7"
"10.1101/019794","10.1093/toxsci/kfv195"
"10.1101/019901","10.1371/journal.pgen.1005657"
"10.1101/019893","10.1534/g3.115.018762"
"10.1101/019869","10.1103/physreve.92.012719"
"10.1101/018523","10.1007/s10344-015-0935-3"
"10.1101/019851","10.1093/molbev/msv249"
"10.1101/019935","10.1002/ecs2.1371"
"10.1101/020099","10.1016/j.humimm.2015.11.017"
"10.1101/019976","10.1111/pce.12702"
"10.1101/019968","10.1093/beheco/arv184"
"10.1101/020172","10.1007/s10955-015-1398-3"
"10.1101/020149","10.1111/2041-210x.12563"
"10.1101/020206","10.1371/journal.pcbi.1005535"
"10.1101/020255","10.1093/bioinformatics/btv546"
"10.1101/020214","10.1371/journal.pone.0139047"
"10.1101/020230","10.1186/s13059-016-0951-y"
"10.1101/020222","10.1158/1940-6207.capr-15-0248"
"10.1101/020271","10.1111/1755-0998.12466"
"10.1101/020321","10.1371/journal.pcbi.1004689"
"10.1101/020370","10.1111/evo.12707"
"10.1101/020420","10.1186/s13073-015-0220-9"
"10.1101/020347","10.1371/journal.pone.0136487"
"10.1101/020339","10.3390/v7062773"
"10.1101/020479","10.1016/j.ajhg.2016.07.022"
"10.1101/020487","10.1021/acssynbio.5b00064"
"10.1101/020537","10.1534/genetics.115.179093"
"10.1101/020545","10.1186/s13072-015-0040-6"
"10.1101/020529","10.1534/g3.115.021659"
"10.1101/020552","10.1534/genetics.115.177931"
"10.1101/020677","10.1088/1478-3975/aa90e0"
"10.1101/020610","10.1111/1755-0998.12639"
"10.1101/020594","10.1007/s10955-015-1431-6"
"10.1101/020644","10.1098/rspb.2015.2733"
"10.1101/020586","10.1371/journal.pgen.1005718"
"10.1101/020651","10.1038/ng.3330"
"10.1101/020735","10.1186/s12859-016-0944-6"
"10.1101/020743","10.1007/s12080-015-0290-8"
"10.1101/020693","10.1007/s11084-015-9448-z"
"10.1101/020800","10.1038/ncomms12544"
"10.1101/020792","10.1186/s12862-017-0890-6"
"10.1101/020826","10.1534/g3.115.021659"
"10.1101/020966","10.1186/s12864-015-1911-8"
"10.1101/020974","10.1534/genetics.115.179432"
"10.1101/020842","10.1186/s13059-015-0844-5"
"10.1101/020891","10.1016/j.cels.2015.08.013"
"10.1101/021055","10.1073/pnas.1513773113/-/dcsupplemental"
"10.1101/021071","10.1016/j.neuron.2015.10.022"
"10.1101/020990","10.1038/srep22311"
"10.1101/020917","10.1016/j.jsb.2015.08.008"
"10.1101/021030","10.1007/s12038-016-9592-2"
"10.1101/021105","10.1093/bioinformatics/btv733"
"10.1101/021113","10.1155/2016/2175896"
"10.1101/021154","10.1371/journal.pbio.1002210"
"10.1101/021246","10.1371/journal.pone.0148203"
"10.1101/021212","10.1038/srep42460"
"10.1101/021253","10.1111/1755-0998.12538"
"10.1101/021261","10.1534/genetics.115.179606"
"10.1101/021204","10.1126/science.1500816"
"10.1101/021147","10.18632/oncotarget.19371"
"10.1101/021303","10.1093/sysbio/syv121"
"10.1101/021378","10.1073/pnas.1418745112"
"10.1101/021329","10.1177/0269881115626348"
"10.1101/021402","10.1111/ecog.01941"
"10.1101/021410","10.1109/lls.2015.2483820"
"10.1101/021428","10.1371/journal.pcbi.1004648"
"10.1101/021436","10.1186/s12859-017-1836-0"
"10.1101/021469","10.1534/genetics.115.179846"
"10.1101/021519","10.1186/s12936-016-1531-z"
"10.1101/021501","10.1016/j.celrep.2016.01.043"
"10.1101/021626","10.1101/gr.196469.115"
"10.1101/021592","10.1038/nmeth.4197"
"10.1101/021618","10.18632/oncotarget.6811"
"10.1101/021600","10.1093/molbev/msv236"
"10.1101/021659","10.1021/acs.jctc.5b00784"
"10.1101/021642","10.1016/j.bpj.2016.02.041"
"10.1101/021634","10.1038/srep16780"
"10.1101/021733","10.1093/biostatistics/kxw044"
"10.1101/021766","10.1016/j.bpj.2015.08.019"
"10.1101/021709","10.1093/sysbio/syv082"
"10.1101/021832","10.1101/gr.195248.115"
"10.1101/021824","10.1093/nar/gkv1262"
"10.1101/021881","10.1242/bio.013714"
"10.1101/021907","10.1111/1755-0998.12493"
"10.1101/021840","10.3389/fnana.2015.00123"
"10.1101/021923","10.1073/pnas.1512977112"
"10.1101/021915","10.1186/s12859-016-0923-y"
"10.1101/021972","10.1534/genetics.115.180034"
"10.1101/022038","10.1089/brain.2015.0359"
"10.1101/022020","10.1534/genetics.115.180299"
"10.1101/021998","10.7554/elife.10559"
"10.1101/022053","10.1093/molbev/msw040"
"10.1101/021170","10.1093/bioinformatics/btw198"
"10.1101/022152","10.1371/journal.pcbi.1004920"
"10.1101/022137","10.1371/journal.pone.0153208"
"10.1101/022178","10.1111/mec.13383"
"10.1101/022079","10.1094/mpmi-07-15-0147-r"
"10.1101/022061","10.1098/rsob.160009"
"10.1101/022194","10.1101/gr.192971.115"
"10.1101/022251","10.1098/rsif.2016.0112"
"10.1101/022285","10.1371/journal.pgen.1005972"
"10.1101/022335","10.1371/journal.pcbi.1004573"
"10.1101/022368","10.1073/pnas.1511912112"
"10.1101/022384","10.1038/srep18936"
"10.1101/022400","10.1039/c5ra15329h"
"10.1101/022376","10.1016/j.jsb.2015.11.003"
"10.1101/021857","10.1186/s12864-015-2096-x"
"10.1101/022467","10.1016/j.mehy.2015.06.015"
"10.1101/022525","10.1371/journal.pcbi.1004817"
"10.1101/022657","10.7717/peerj.3798"
"10.1101/022566","10.1371/journal.pcbi.1004440"
"10.1101/022574","10.1534/genetics.115.180570"
"10.1101/022699","10.1016/j.ajhg.2015.11.015"
"10.1101/022533","10.1111/ecog.02441"
"10.1101/022616","10.1093/bioinformatics/btw518"
"10.1101/022665","10.1093/bioinformatics/btw052"
"10.1101/022723","10.1038/ncomms10408"
"10.1101/022731","10.1186/s12864-015-2313-7"
"10.1101/022780","10.1093/bioinformatics/btw028"
"10.1101/022798","10.1371/journal.pone.0142050"
"10.1101/022772","10.1002/bit.25693"
"10.1101/022350","10.1016/j.ymben.2015.06.009"
"10.1101/022863","10.1111/nph.13897"
"10.1101/022889","10.1186/s13323-015-0030-2"
"10.1101/022855","10.1186/1471-2164-16-s10-s2"
"10.1101/022962","10.1016/j.celrep.2015.11.051"
"10.1101/022897","10.1371/journal.pone.0147229"
"10.1101/022871","10.1371/journal.pone.0146060"
"10.1101/022996","10.1534/genetics.115.181024"
"10.1101/022988","10.1534/genetics.115.180992"
"10.1101/023036","10.1186/1471-2164-16-s10-s3"
"10.1101/023044","10.1371/journal.pbio.1002388"
"10.1101/023002","10.3389/fmicb.2015.01392"
"10.1101/022970","10.1098/rsbl.2015.1003"
"10.1101/023119","10.1091/mbc.e15-07-0525"
"10.1101/023101","10.1126/science.aad0843"
"10.1101/023093","10.1093/gbe/evv194"
"10.1101/023077","10.1098/rsif.2015.0584"
"10.1101/023176","10.1126/science.aad0814"
"10.1101/023085","10.1186/1471-2164-16-s10-s11"
"10.1101/023168","10.1186/1471-2164-16-s10-s1"
"10.1101/023184","10.1371/journal.pcbi.1004679"
"10.1101/023291","10.1371/journal.pcbi.1005180"
"10.1101/023341","10.1073/pnas.1514696113"
"10.1101/023333","10.1111/evo.13100"
"10.1101/023242","10.1016/j.jtbi.2016.06.026"
"10.1101/023275","10.1038/ncomms10179"
"10.1101/023226","10.1016/j.jtbi.2015.12.022"
"10.1101/023317","10.1371/journal.pone.0174744"
"10.1101/023309","10.1093/bioinformatics/btv715"
"10.1101/023382","10.1111/2041-210x.12508"
"10.1101/023366","10.1038/ncomms14370"
"10.1101/023408","10.1186/s13059-015-0849-0"
"10.1101/023390","10.1038/srep20048"
"10.1101/023457","10.1038/hdy.2016.25"
"10.1101/023465","10.1186/s12859-015-0721-y"
"10.1101/023564","10.7717/peerj.1718"
"10.1101/023549","10.1534/g3.115.023622"
"10.1101/023499","10.1002/prot.25034"
"10.1101/023572","10.1038/ncomms11542"
"10.1101/023507","10.1016/j.ecocom.2015.11.003"
"10.1101/023697","10.1098/rsif.2015.0597"
"10.1101/023663","10.1642/auk-15-72.1"
"10.1101/023705","10.1371/journal.pcbi.1004871"
"10.1101/023655","10.1111/jeb.12771"
"10.1101/023531","10.1371/journal.pcbi.1004684"
"10.1101/023473","10.1093/sysbio/syw020"
"10.1101/023721","10.1534/genetics.115.181453"
"10.1101/023713","10.1534/g3.115.023358"
"10.1101/023739","10.1093/hmg/ddw079"
"10.1101/024018","10.1104/pp.15.01229"
"10.1101/024000","10.1093/molbev/msv234"
"10.1101/023788","10.1111/mec.13643"
"10.1101/023846","10.1098/rsob.160229"
"10.1101/023804","10.1111/rssb.12206"
"10.1101/023887","10.7554/elife.10565"
"10.1101/024042","10.1534/genetics.115.182626"
"10.1101/024026","10.1093/molbev/msw030"
"10.1101/024067","10.1038/srep27644"
"10.1101/024034","10.1038/nmeth.3869"
"10.1101/024133","10.1016/j.tpb.2015.11.003"
"10.1101/024083","10.1038/ng.3506"
"10.1101/022301","10.1093/bioinformatics/btv722"
"10.1101/024182","10.1101/gr.203711.115"
"10.1101/024216","10.1534/genetics.115.181610"
"10.1101/024307","10.1016/j.devcel.2016.01.010"
"10.1101/024190","10.1371/journal.ppat.1005279"
"10.1101/024281","10.1073/pnas.1515798113"
"10.1101/023937","10.1016/j.ympev.2016.08.024"
"10.1101/024265","10.1371/journal.pone.0150393"
"10.1101/024364","10.7554/elife.10696"
"10.1101/024356","10.1016/j.celrep.2016.02.025"
"10.1101/024257","10.1186/s12864-016-3440-5"
"10.1101/024349","10.1371/journal.ppat.1005379"
"10.1101/023770","10.7554/elife.10180"
"10.1101/024414","10.7717/peerj.1845"
"10.1101/024430","10.1186/s12920-016-0228-z"
"10.1101/024513","10.1021/acs.jcim.5b00632"
"10.1101/024455","10.1186/s13073-015-0235-2"
"10.1101/024471","10.1093/molbev/msw013"
"10.1101/024406","10.3389/fncir.2016.00041"
"10.1101/024554","10.1038/srep20768"
"10.1101/024547","10.1371/journal.pgen.1005928"
"10.1101/024562","10.1371/journal.pone.0153692"
"10.1101/024570","10.1534/g3.115.024380"
"10.1101/024612","10.1038/ncomms11881"
"10.1101/024703","10.1016/j.bpj.2015.12.016"
"10.1101/024653","10.3389/fncom.2016.00048"
"10.1101/024620","10.1016/j.celrep.2016.04.085"
"10.1101/024737","10.1016/j.jtbi.2017.04.001"
"10.1101/024919","10.1016/j.cels.2016.01.004"
"10.1101/024810","10.1371/journal.pcbi.1004881"
"10.1101/024778","10.1128/mbio.00550-16"
"10.1101/024869","10.1534/genetics.115.185553"
"10.1101/024927","10.1371/journal.pgen.1005628"
"10.1101/024950","10.1111/mec.13737"
"10.1101/024976","10.1186/s13100-016-0061-0"
"10.1101/024877","10.3389/fgene.2015.00326"
"10.1101/024802","10.7717/peerj.2823"
"10.1101/025098","10.1186/s13073-016-0314-z"
"10.1101/025106","10.1371/journal.pone.0144514"
"10.1101/025007","10.1111/eva.12357"
"10.1101/025189","10.1093/jee/tov301"
"10.1101/025254","10.1242/bio.014241"
"10.1101/025239","10.1093/nar/gkv1497"
"10.1101/025205","10.1534/g3.115.025106"
"10.1101/025221","10.1186/s13059-015-0802-2"
"10.1101/025338","10.1371/journal.pntd.0004252"
"10.1101/025379","10.1186/s12864-015-2252-3"
"10.1101/025387","10.1186/s13059-015-0862-3"
"10.1101/025288","10.1371/journal.pgen.1005819"
"10.1101/025494","10.1007/s00265-016-2136-9"
"10.1101/025510","10.1371/journal.pone.0146947"
"10.1101/025437","10.1093/bioinformatics/btw004"
"10.1101/025411","10.1371/journal.pone.0141920"
"10.1101/025585","10.15252/msb.20156526"
"10.1101/025502","10.1016/j.tpb.2015.08.002"
"10.1101/025544","10.1038/nmicrobiol.2015.24"
