"PREPRINT_DOI","PREPRINT_POSTED_DATE","CITING_ARTICLE_DOI","CITING_ARTICLE_CREATED_DATE"
"10.1101/004192",2014-04-14,"10.1098/rsif.2014.0706","2014-08-28"
"10.1101/002832",2014-02-19,"10.1261/rna.046011.114","2014-09-23"
"10.1101/004556",2014-04-25,"10.1261/rna.044321.114","2014-09-03"
"10.1101/004036",2014-04-09,"10.1111/ele.12346","2014-08-28"
"10.1101/004804",2014-05-06,"10.1016/j.conb.2014.08.010","2014-09-15"
"10.1101/003285",2014-03-10,"10.1093/bioinformatics/btu355","2014-05-24"
"10.1101/002824",2014-02-20,"10.1093/bioinformatics/btu342","2014-05-21"
"10.1101/002824",2014-02-20,"10.1101/gad.244749.114","2014-10-01"
"10.1101/003517",2014-03-21,"10.1126/science.1255832","2014-08-28"
"10.1101/002832",2014-02-19,"10.1016/j.cell.2014.07.001","2014-08-28"
"10.1101/002824",2014-02-20,"10.1101/gad.246124.114","2014-09-16"
"10.1101/004911",2014-05-08,"10.1186/1471-2164-15-769","2014-09-08"
"10.1101/004911",2014-05-08,"10.1016/j.gene.2014.07.069","2014-07-30"
"10.1101/002824",2014-02-20,"10.1016/b978-0-12-801105-8.00002-3","2014-08-27"
"10.1101/003517",2014-03-21,"10.1016/j.gde.2014.07.007","2014-08-23"
"10.1101/000448",2013-11-15,"10.1021/sb400157z","2014-02-26"
"10.1101/047746",2016-04-08,"10.1016/j.cell.2016.08.006","2016-09-09"
"10.1101/051268",2016-05-02,"10.1055/s-0036-1586116","2016-09-07"
"10.1101/050112",2016-04-25,"10.1289/ehp.124-a157","2016-08-31"
"10.1101/055459",2016-05-26,"10.1289/ehp.124-a157","2016-08-31"
"10.1101/021444",2015-06-25,"10.1007/978-3-319-43681-4_18","2016-08-05"
"10.1101/030148",2015-10-30,"10.1016/j.gde.2016.08.002","2016-09-08"
"10.1101/021022",2015-07-02,"10.1021/acs.biochem.6b00678","2016-08-15"
"10.1101/005165",2014-05-14,"10.1111/nph.14154","2016-09-06"
"10.1101/052084",2016-05-07,"10.1371/journal.pgen.1006240","2016-08-18"
"10.1101/042598",2016-03-07,"10.1371/journal.pgen.1006240","2016-08-18"
"10.1101/030338",2015-10-30,"10.1146/annurev-genom-083115-022413","2016-06-30"
"10.1101/024620",2015-08-14,"10.1146/annurev-genom-083115-022339","2016-04-19"
"10.1101/030411",2015-10-31,"10.1146/annurev-genom-090314-045919","2016-05-24"
"10.1101/004556",2014-04-25,"10.1021/acs.biochem.6b00444","2016-08-04"
"10.1101/023234",2015-07-27,"10.1371/journal.pgen.1006199","2016-08-10"
"10.1101/036434",2016-01-11,"10.1371/journal.pgen.1006199","2016-08-10"
"10.1101/047019",2016-04-05,"10.1371/journal.pgen.1006199","2016-08-10"
"10.1101/032839",2015-11-25,"10.1080/17441692.2016.1225112","2016-09-03"
"10.1101/037044",2016-01-17,"10.1145/2939672.2939774","2016-08-08"
"10.1101/030338",2015-10-30,"10.1080/14737159.2016.1209411","2016-07-07"
"10.1101/055947",2016-05-30,"10.1038/nn.4358","2016-08-29"
"10.1101/058495",2016-06-12,"10.1038/nn.4358","2016-08-29"
"10.1101/030338",2015-10-30,"10.1210/jc.2016-1545","2016-05-23"
"10.1101/037937",2016-01-26,"10.1038/nn.4365","2016-08-29"
"10.1101/061507",2016-06-30,"10.1038/nn.4365","2016-08-29"
"10.1101/061481",2016-06-30,"10.1038/nn.4365","2016-08-29"
"10.1101/033266",2015-11-30,"10.1038/nn.4365","2016-08-29"
"10.1101/023317",2015-07-27,"10.1038/nrm.2016.104","2016-09-01"
"10.1101/006395",2014-06-18,"10.1038/srep31900","2016-08-30"
"10.1101/057406",2016-06-07,"10.3389/fnhum.2016.00412","2016-08-18"
"10.1101/030338",2015-10-30,"10.1159/000448754","2016-08-23"
"10.1101/059436",2016-06-17,"10.1016/j.gde.2016.07.008","2016-09-03"
"10.1101/036434",2016-01-11,"10.1016/j.gde.2016.07.008","2016-09-03"
"10.1101/049056",2016-04-20,"10.1016/j.gde.2016.07.008","2016-09-03"
"10.1101/022707",2015-07-17,"10.1109/mipro.2016.7522161","2016-08-05"
"10.1101/038455",2016-02-02,"10.1038/ng.3645","2016-08-22"
"10.1101/048132",2016-04-12,"10.1534/g3.116.031096","2016-08-12"
"10.1101/031757",2015-11-14,"10.1016/j.cell.2016.08.007","2016-08-26"
"10.1101/034538",2015-12-16,"10.1038/srep31775","2016-08-25"
"10.1101/031369",2016-02-02,"10.1007/s11818-016-0073-5","2016-08-26"
"10.1101/041111",2016-02-24,"10.1161/circimaging.116.004712","2016-08-09"
"10.1101/032763",2015-11-25,"10.1371/journal.pone.0160832","2016-08-10"
"10.1101/014662",2015-01-31,"10.1007/s12686-016-0555-6","2016-05-27"
"10.1101/039552",2016-02-11,"10.1111/mec.13767","2016-07-25"
"10.1101/002824",2014-02-20,"10.1371/journal.pone.0159197","2016-08-09"
"10.1101/033233",2015-11-30,"10.1016/j.cbpb.2016.07.007","2016-08-05"
"10.1101/039339",2016-02-10,"10.1002/bies.201600032","2016-07-25"
"10.1101/014662",2015-01-31,"10.1007/s12686-016-0535-x","2016-04-02"
"10.1101/062190",2016-07-05,"10.3389/fncom.2016.00087","2016-08-22"
"10.1101/045963",2016-03-28,"10.3389/fncom.2016.00087","2016-08-22"
"10.1101/048991",2016-04-16,"10.3389/fnins.2016.00340","2016-07-22"
"10.1101/058305",2016-06-10,"10.1007/s10695-016-0276-5","2016-08-22"
"10.1101/019067",2015-05-07,"10.1093/bioinformatics/btw177","2016-04-28"
"10.1101/041368",2016-02-26,"10.1016/j.neurobiolaging.2016.07.010","2016-07-28"
"10.1101/020800",2015-06-11,"10.1098/rsif.2016.0290","2016-06-01"
"10.1101/020610",2015-06-09,"10.3732/ajb.1600105","2016-07-21"
"10.1101/054924",2016-05-24,"10.1073/pnas.1604666113","2016-07-26"
"10.1101/045880",2016-03-27,"10.1073/pnas.1604666113","2016-07-26"
"10.1101/006338",2014-06-13,"10.1109/globalsip.2014.7032342","2015-02-11"
"10.1101/126656",2017-04-11,"10.1109/globalsip.2014.7032342","2015-02-11"
"10.1101/046334",2016-03-30,"10.1590/s1984-82502016000100001","2016-08-03"
"10.1101/039594",2016-02-13,"10.1073/pnas.1608425113","2016-07-26"
"10.1101/039412",2016-02-10,"10.1080/1047840x.2016.1182000","2016-08-03"
"10.1101/055418",2016-05-25,"10.1074/mcp.m115.056473","2016-06-02"
"10.1101/055970",2016-05-30,"10.1074/mcp.m115.056473","2016-06-02"
"10.1101/041608",2016-02-28,"10.1098/rstb.2015.0335","2016-08-02"
"10.1101/050302",2016-04-26,"10.1074/mcp.m116.057885","2016-05-27"
"10.1101/045104",2016-03-24,"10.1371/journal.pbio.1002506","2016-07-07"
"10.1101/066779",2016-07-29,"10.7554/elife.17056.001","2016-08-03"
"10.1101/019596",2015-05-21,"10.1371/journal.pgen.1006143","2016-07-26"
"10.1101/040055",2016-02-18,"10.1073/pnas.1602743113","2016-07-26"
"10.1101/039594",2016-02-13,"10.1073/pnas.1602743113","2016-07-26"
"10.1101/036574",2016-01-20,"10.1073/pnas.1602743113","2016-07-26"
"10.1101/030338",2015-10-30,"10.1101/gr.203612.115","2016-06-21"
"10.1101/032318",2015-11-20,"10.1016/j.ecolecon.2016.07.014","2016-08-10"
"10.1101/000844",2013-11-22,"10.1016/j.vetmic.2016.07.024","2016-08-02"
"10.1101/013276",2014-12-27,"10.3390/insects6010236","2015-03-23"
"10.1101/059121",2016-06-15,"10.3389/fmicb.2016.01033","2016-07-04"
"10.1101/021386",2015-06-30,"10.1007/s40273-016-0432-x","2016-08-02"
"10.1101/055418",2016-05-25,"10.1074/mcp.m115.056481","2016-06-15"
"10.1101/055970",2016-05-30,"10.1074/mcp.m115.056481","2016-06-15"
"10.1101/031658",2015-11-14,"10.7554/elife.14321","2016-08-03"
"10.1101/039354",2016-02-12,"10.7554/elife.16800","2016-07-07"
"10.1101/111146",2017-02-23,"10.7554/elife.16800","2016-07-07"
"10.1101/049114",2016-06-15,"10.1016/j.cbi.2016.08.010","2016-08-20"
"10.1101/042416",2016-03-04,"10.1186/s11689-016-9165-6","2016-08-18"
"10.1101/002105",2014-01-29,"10.1080/10934529.2016.1215200","2016-08-17"
"10.1101/025940",2015-09-02,"10.1111/jbi.12766","2016-04-25"
"10.1101/039552",2016-02-11,"10.1007/s10750-016-2921-5","2016-08-12"
"10.1101/045963",2016-03-28,"10.1155/2016/4065073","2016-07-25"
"10.1101/062109",2016-07-05,"10.1007/s10853-016-0285-x","2016-08-12"
"10.1101/019745",2015-05-24,"10.1093/gbe/evv210","2015-11-05"
"10.1101/029504",2015-10-20,"10.1007/s10519-016-9805-3","2016-08-13"
"10.1101/049163",2016-04-18,"10.1007/s10519-016-9805-3","2016-08-13"
"10.1101/001248",2013-12-11,"10.1146/annurev-phyto-080615-100204","2016-06-30"
"10.1101/005439",2014-05-22,"10.18632/oncotarget.10109","2016-06-16"
"10.1101/046201",2016-03-29,"10.1186/s12864-016-2964-z","2016-08-11"
"10.1101/051912",2016-05-06,"10.1016/j.visres.2016.07.006","2016-08-09"
"10.1101/022707",2015-07-17,"10.1109/saci.2016.7507367","2016-08-12"
"10.1101/031666",2015-11-13,"10.1016/j.crvi.2016.05.005","2016-06-15"
"10.1101/048843",2016-04-15,"10.1534/genetics.116.188870","2016-08-11"
"10.1101/017350",2015-03-31,"10.1016/j.neuroimage.2016.07.049","2016-07-28"
"10.1101/016329",2015-03-11,"10.3389/fnins.2016.00241","2016-06-29"
"10.1101/043372",2016-03-16,"10.1016/j.cmi.2016.05.002","2016-05-13"
"10.1101/035493",2015-12-28,"10.1038/nmeth.3957","2016-08-09"
"10.1101/032839",2015-11-25,"10.1007/s15010-016-0935-6","2016-08-10"
"10.1101/026831",2015-09-15,"10.1371/journal.pcbi.1005013","2016-07-12"
"10.1101/052118",2016-05-07,"10.15252/msb.20156651","2016-07-30"
"10.1101/050757",2016-04-28,"10.15252/msb.20156651","2016-07-30"
"10.1101/055715",2016-05-27,"10.15252/msb.20156651","2016-07-30"
"10.1101/011650",2014-11-19,"10.1038/modpathol.2016.129","2016-07-29"
"10.1101/046607",2016-03-31,"10.1007/s00251-016-0926-x","2016-07-28"
"10.1101/044552",2016-03-18,"10.1038/nmeth.3954","2016-08-01"
"10.1101/016212",2015-03-07,"10.1016/j.jneumeth.2016.07.017","2016-07-27"
"10.1101/005165",2014-05-14,"10.1111/nmo.12923","2016-08-03"
"10.1101/030148",2015-10-30,"10.1534/genetics.116.186890","2016-04-03"
"10.1101/051268",2016-05-02,"10.1039/c6ra12142j","2016-07-20"
"10.1101/026591",2015-09-16,"10.1534/genetics.115.184820","2016-05-11"
"10.1101/033175",2015-11-28,"10.1534/genetics.116.190736","2016-05-11"
"10.1101/007765",2014-08-07,"10.1016/j.ympev.2016.07.019","2016-07-19"
"10.1101/011650",2014-11-19,"10.1002/gcc.22392","2016-07-12"
"10.1101/032870",2015-11-25,"10.1002/ece3.2346","2016-09-10"
"10.1101/030338",2015-10-30,"10.1016/j.ajhg.2016.06.012","2016-07-29"
"10.1101/004762",2014-05-06,"10.1016/j.jtbi.2016.07.025","2016-07-23"
"10.1101/030338",2015-10-30,"10.1016/j.ajhg.2016.06.011","2016-07-29"
"10.1101/032839",2015-11-25,"10.4103/0971-5916.187103","2016-08-04"
"10.1101/014498",2015-01-27,"10.1002/eat.22584","2016-07-27"
"10.1101/049130",2016-04-18,"10.1016/j.tig.2016.06.004","2016-07-15"
"10.1101/018424",2015-04-22,"10.1371/journal.pone.0159591","2016-07-21"
"10.1101/031369",2016-02-02,"10.21037/atm.2016.05.25","2016-05-25"
"10.1101/030841",2015-11-06,"10.1145/2897518.2897641","2016-06-10"
"10.1101/013177",2014-12-24,"10.1080/14737159.2016.1197120","2016-06-02"
"10.1101/030338",2015-10-30,"10.1182/blood-2016-01-691550","2016-05-26"
"10.1101/044370",2016-03-21,"10.1128/aac.00654-16","2016-06-07"
"10.1101/004911",2014-05-08,"10.1371/journal.pone.0158281","2016-07-19"
"10.1101/035998",2016-01-06,"10.1016/j.gde.2016.06.004","2016-07-09"
"10.1101/013003",2014-12-19,"10.1007/978-3-319-32189-9_5","2016-05-18"
"10.1101/017087",2015-03-26,"10.1186/s13059-016-0997-x","2016-06-20"
"10.1101/030338",2015-10-30,"10.1007/s10897-016-9993-2","2016-07-16"
"10.1101/041913",2016-03-02,"10.1126/science.aaf8160","2016-07-15"
"10.1101/008896",2014-09-09,"10.1371/journal.pcbi.1004728","2016-06-23"
"10.1101/025353",2015-08-24,"10.1111/mec.13735","2016-06-18"
"10.1101/043430",2016-03-12,"10.1186/s13015-016-0083-7","2016-07-18"
"10.1101/038760",2016-02-03,"10.1016/j.trsl.2016.06.007","2016-06-24"
"10.1101/021519",2015-06-25,"10.1371/journal.pcbi.1004824","2016-06-30"
"10.1101/005074",2014-05-12,"10.1016/j.bbrc.2016.06.070","2016-06-21"
"10.1101/030338",2015-10-30,"10.1136/jmedgenet-2016-103943","2016-07-08"
"10.1101/024620",2015-08-14,"10.1371/journal.pcbi.1004987","2016-06-13"
"10.1101/030338",2015-10-30,"10.1136/jmedgenet-2016-103880","2016-07-21"
"10.1101/035170",2015-12-23,"10.1038/mp.2016.107","2016-07-19"
"10.1101/036764",2016-01-15,"10.1186/s13059-016-0896-1","2016-03-02"
"10.1101/027607",2015-09-25,"10.12688/f1000research.7507.2","2016-05-10"
"10.1101/036731",2016-01-15,"10.1086/686900","2016-06-02"
"10.1101/030338",2015-10-30,"10.1016/j.jns.2016.07.041","2016-07-18"
"10.1101/043547",2016-03-15,"10.1515/tl-2016-0005","2016-07-05"
"10.1101/026617",2015-09-10,"10.1109/isbi.2016.7493275","2016-07-01"
"10.1101/012831",2014-12-16,"10.1016/b978-0-444-62710-0.00009-2","2016-06-09"
"10.1101/006346",2014-08-09,"10.1109/isbi.2016.7493463","2016-07-01"
"10.1101/029447",2015-10-19,"10.12688/f1000research.8151.1","2016-04-28"
"10.1101/030338",2015-10-30,"10.1038/leu.2016.173","2016-07-15"
"10.1101/006353",2014-06-19,"10.1016/j.neuron.2016.06.012","2016-07-02"
"10.1101/030338",2015-10-30,"10.1038/tpj.2016.48","2016-07-12"
"10.1101/003905",2014-05-21,"10.1016/j.cell.2016.06.044","2016-07-14"
"10.1101/045542",2016-03-24,"10.1016/j.cell.2016.06.044","2016-07-14"
"10.1101/045880",2016-03-27,"10.1016/j.cell.2016.06.044","2016-07-14"
"10.1101/036574",2016-01-20,"10.1016/j.cell.2016.06.047","2016-07-14"
"10.1101/039594",2016-02-13,"10.1016/j.cell.2016.06.047","2016-07-14"
"10.1101/022251",2015-07-09,"10.1098/rsob.160056","2016-06-08"
"10.1101/038729",2016-02-03,"10.1016/j.gde.2016.06.015","2016-07-09"
"10.1101/098095",2017-01-09,"10.1016/j.gde.2016.06.015","2016-07-09"
"10.1101/019018",2015-05-07,"10.1007/s12088-016-0606-4","2016-07-09"
"10.1101/013946",2015-01-16,"10.1016/j.gde.2016.06.017","2016-07-14"
"10.1101/036103",2016-01-06,"10.1080/15368378.2016.1194293","2016-07-11"
"10.1101/058164",2016-06-10,"10.1186/s13227-016-0050-x","2016-07-12"
"10.1101/002824",2014-02-20,"10.1038/srep29404","2016-07-06"
"10.1101/041111",2016-02-24,"10.1186/s13073-016-0325-9","2016-06-20"
"10.1101/030338",2015-10-30,"10.1186/s13073-016-0325-9","2016-06-20"
"10.1101/035170",2015-12-23,"10.1038/nrg.2016.56","2016-07-12"
"10.1101/049635",2016-04-21,"10.1073/pnas.1608532113","2016-07-12"
"10.1101/030338",2015-10-30,"10.1002/humu.23001","2016-04-20"
"10.1101/011650",2014-11-19,"10.1186/s40164-016-0037-2","2016-03-05"
"10.1101/030338",2015-10-30,"10.1016/j.ijcard.2016.06.081","2016-06-25"
"10.1101/052381",2016-05-10,"10.3389/fgene.2016.00106","2016-06-08"
"10.1101/013433",2015-02-10,"10.5252/az2016n1a2","2016-07-01"
"10.1101/040303",2016-02-19,"10.1016/j.apjtm.2016.05.010","2016-05-31"
"10.1101/036558",2016-01-13,"10.1186/s12859-016-0984-y","2016-03-22"
"10.1101/025445",2015-08-25,"10.1158/2159-8290.cd-16-0160","2016-05-05"
"10.1101/046086",2016-03-28,"10.3389/fphar.2016.00156","2016-06-14"
"10.1101/047142",2016-04-04,"10.3389/fphar.2016.00156","2016-06-14"
"10.1101/038042",2016-01-27,"10.3389/fphar.2016.00156","2016-06-14"
"10.1101/037929",2016-05-05,"10.1016/j.paid.2016.06.054","2016-07-04"
"10.1101/046193",2016-03-29,"10.1055/s-0042-109819","2016-07-01"
"10.1101/005074",2014-05-12,"10.1186/s12859-016-1143-1","2016-06-30"
"10.1101/018770",2015-04-30,"10.1038/jhg.2016.14","2016-02-25"
"10.1101/030338",2015-10-30,"10.1371/journal.pone.0158202","2016-06-27"
"10.1101/005165",2014-05-14,"10.1111/mec.13699","2016-05-14"
"10.1101/011650",2014-11-19,"10.1007/s10549-016-3876-y","2016-07-02"
"10.1101/004309",2014-04-21,"10.1093/bioinformatics/btw272","2016-06-15"
"10.1101/030437",2015-11-03,"10.1038/srep28625","2016-06-28"
"10.1101/037788",2016-01-25,"10.1016/j.neuroimage.2016.05.028","2016-06-12"
"10.1101/046771",2016-04-06,"10.1093/bioinformatics/btw276","2016-06-15"
"10.1101/025908",2015-09-01,"10.1016/j.coi.2016.06.006","2016-07-01"
"10.1101/052076",2016-05-08,"10.1016/j.coi.2016.06.006","2016-07-01"
"10.1101/033084",2015-11-30,"10.1186/s13059-016-1000-6","2016-06-27"
"10.1101/033217",2015-11-30,"10.1186/s13059-016-1000-6","2016-06-27"
"10.1101/035170",2015-12-23,"10.1038/ng.3583","2016-06-06"
"10.1101/024620",2015-08-14,"10.1080/21541264.2016.1181489","2016-04-25"
"10.1101/010983",2014-10-31,"10.1371/journal.pcbi.1004903","2016-05-03"
"10.1101/021162",2015-07-02,"10.1016/j.resmic.2016.04.002","2016-05-01"
"10.1101/045187",2016-03-23,"10.1098/rsfs.2016.0018","2016-06-23"
"10.1101/025536",2015-09-10,"10.1007/s00294-016-0573-7","2016-02-26"
"10.1101/044701",2016-03-24,"10.1186/s12936-016-1361-z","2016-06-17"
"10.1101/021568",2015-06-26,"10.1016/j.jgg.2016.04.008","2016-05-01"
"10.1101/030148",2015-10-30,"10.1016/j.cub.2016.03.037","2016-03-28"
"10.1101/030387",2015-10-30,"10.1016/j.cub.2016.03.037","2016-03-28"
"10.1101/036103",2016-01-06,"10.1111/imr.12425","2016-06-20"
"10.1101/013490",2015-01-06,"10.1155/2016/5284786","2016-05-30"
"10.1101/010728",2014-10-25,"10.1016/j.bpj.2016.05.024","2016-06-21"
"10.1101/030338",2015-10-30,"10.1016/j.cmet.2016.04.016","2016-05-21"
"10.1101/028068",2015-10-01,"10.1101/gad.281964.116","2016-06-24"
"10.1101/024620",2015-08-14,"10.1101/gad.281964.116","2016-06-24"
"10.1101/026567",2015-09-10,"10.1073/pnas.1601012113","2016-06-04"
"10.1101/023317",2015-07-27,"10.1101/gad.281964.116","2016-06-24"
"10.1101/015552",2015-02-20,"10.1038/nrg.2016.57","2016-06-20"
"10.1101/006395",2014-06-18,"10.1038/nrg.2016.57","2016-06-20"
"10.1101/011320",2014-11-12,"10.7554/elife.14679","2016-05-24"
"10.1101/033423",2015-12-02,"10.1261/rna.055871.116","2016-05-11"
"10.1101/036103",2016-01-06,"10.1016/j.immuni.2016.06.001","2016-06-21"
"10.1101/024893",2015-08-18,"10.3389/fpls.2016.00817","2016-06-14"
"10.1101/038406",2016-02-01,"10.1002/ajpa.22985","2016-04-11"
"10.1101/031419",2015-11-11,"10.1002/humu.22972","2016-02-22"
"10.1101/042853",2016-03-09,"10.1002/humu.22972","2016-02-22"
"10.1101/011650",2014-11-19,"10.1186/s13040-016-0099-z","2016-05-21"
"10.1101/026740",2015-09-14,"10.1007/s10709-016-9908-z","2016-06-15"
"10.1101/030338",2015-10-30,"10.1073/pnas.1606950113","2016-06-01"
"10.1101/030288",2015-11-03,"10.1016/j.jns.2016.06.016","2016-06-11"
"10.1101/018564",2015-04-26,"10.1038/srep27930","2016-06-14"
"10.1101/020867",2015-06-15,"10.1016/j.drudis.2016.05.013","2016-05-28"
"10.1101/018655",2015-04-28,"10.1016/j.cca.2016.06.012","2016-06-16"
"10.1101/010876",2014-10-29,"10.1371/journal.pgen.1006012","2016-05-11"
"10.1101/046136",2016-03-29,"10.1371/journal.pgen.1006040","2016-05-06"
"10.1101/030288",2015-11-03,"10.1016/j.neuroscience.2016.04.041","2016-05-01"
"10.1101/045336",2016-03-24,"10.1016/j.neuron.2016.05.006","2016-06-03"
"10.1101/048603",2016-04-13,"10.1016/j.tplants.2016.05.004","2016-06-11"
"10.1101/024067",2015-08-06,"10.1042/cs20160136","2016-05-07"
"10.1101/036103",2016-01-06,"10.1038/nrmicro.2016.62","2016-06-06"
"10.1101/023754",2015-08-02,"10.1186/s13059-016-0985-1","2016-06-10"
"10.1101/048728",2016-04-14,"10.1002/jobm.201600247","2016-06-03"
"10.1101/024620",2015-08-14,"10.1016/j.semcdb.2015.11.013","2015-12-04"
"10.1101/030338",2015-10-30,"10.1126/scitranslmed.aad3744","2016-06-02"
"10.1101/037689",2016-01-22,"10.3390/v8060155","2016-06-03"
"10.1101/028134",2015-10-02,"10.1093/femsyr/fow044","2016-05-03"
"10.1101/036236",2016-01-15,"10.1007/s00439-016-1688-0","2016-06-01"
"10.1101/042598",2016-03-07,"10.1038/nrg.2016.58","2016-06-06"
"10.1101/038588",2016-02-07,"10.1371/journal.pone.0156376","2016-05-31"
"10.1101/032839",2015-11-25,"10.1371/journal.pone.0156376","2016-05-31"
"10.1101/009795",2014-09-29,"10.1007/s00439-016-1674-6","2016-05-07"
"10.1101/045880",2016-03-27,"10.1016/j.bbagrm.2016.05.010","2016-05-26"
"10.1101/045542",2016-03-24,"10.1016/j.bbagrm.2016.05.010","2016-05-26"
"10.1101/029827",2015-10-26,"10.1093/femsle/fnw077","2016-03-31"
"10.1101/030338",2015-10-30,"10.1016/j.ajhg.2016.05.004","2016-06-02"
"10.1101/020800",2015-06-11,"10.1002/ece3.2186","2016-05-31"
"10.1101/030338",2015-10-30,"10.1007/s00439-016-1679-1","2016-05-24"
"10.1101/012625",2014-12-12,"10.1007/s11295-016-1011-1","2016-05-24"
"10.1101/024620",2015-08-14,"10.1016/j.molcel.2016.05.018","2016-06-02"
"10.1101/024182",2015-08-07,"10.1038/ng.3599","2016-06-27"
"10.1101/027805",2015-09-29,"10.1002/wrna.1364","2016-05-21"
"10.1101/008490",2014-08-28,"10.1371/journal.pone.0155957","2016-05-25"
"10.1101/009449",2014-09-19,"10.1371/journal.pone.0155957","2016-05-25"
"10.1101/004911",2014-05-08,"10.3233/jad-150678","2016-05-13"
"10.1101/003236",2014-03-05,"10.1038/srep25533","2016-05-09"
"10.1101/035758",2016-01-05,"10.1038/srep25533","2016-05-09"
"10.1101/133173",2017-05-02,"10.1038/srep25533","2016-05-09"
"10.1101/237784",2017-12-22,"10.1038/srep25533","2016-05-09"
"10.1101/013490",2015-01-06,"10.12688/f1000research.7201.1","2015-10-15"
"10.1101/025148",2015-08-22,"10.12688/f1000research.7201.1","2015-10-15"
"10.1101/019281",2015-05-13,"10.12688/f1000research.7201.1","2015-10-15"
"10.1101/036103",2016-01-06,"10.1016/j.annepidem.2016.04.005","2016-04-12"
"10.1101/032003",2015-11-16,"10.1016/j.ajhg.2016.03.029","2016-05-26"
"10.1101/004564",2014-04-25,"10.1186/s12864-016-2690-6","2016-05-18"
"10.1101/021642",2015-06-29,"10.7554/elife.14864","2016-05-18"
"10.1101/013615",2015-01-10,"10.12688/f1000research.7536.1","2015-12-14"
"10.1101/039156",2016-02-09,"10.1016/j.preteyeres.2016.05.001","2016-05-13"
"10.1101/004804",2014-05-06,"10.3389/fncir.2014.00088","2014-07-30"
"10.1101/002824",2014-02-20,"10.18632/oncotarget.2148","2015-09-15"
"10.1101/002428",2014-02-10,"10.1093/bfgp/elu009","2014-04-24"
"10.1101/005835",2014-06-03,"10.1111/cmi.12322","2014-06-11"
"10.1101/002824",2014-02-20,"10.1016/j.bbrc.2014.06.123","2014-07-02"
"10.1101/002824",2014-02-20,"10.1111/mmi.12679","2014-06-20"
"10.1101/002600",2014-02-12,"10.1016/j.coi.2014.07.001","2014-07-31"
"10.1101/002824",2014-02-20,"10.1128/jvi.00543-14","2014-05-08"
"10.1101/002824",2014-02-20,"10.1016/j.ygcen.2014.06.023","2014-07-01"
"10.1101/002824",2014-02-20,"10.7717/peerj.382","2014-05-06"
"10.1101/000653",2013-11-18,"10.1002/jcp.24603","2014-03-07"
"10.1101/001792",2014-01-13,"10.1016/j.celrep.2014.05.020","2014-06-06"
"10.1101/003376",2014-03-17,"10.1016/j.coi.2014.06.001","2014-06-24"
"10.1101/002824",2014-02-20,"10.1186/1471-2105-15-224","2014-06-27"
"10.1101/002824",2014-02-20,"10.1186/1471-2164-15-452","2014-06-09"
"10.1101/001552",2013-12-23,"10.1371/journal.pone.0099069","2014-06-04"
